project,issue_key,issue_type,label,prob_design,threshold,pred,val_project,summary,description,gold_label,error_type,margin,error_category,notes
DM,DM-27190,Story,0,0.876883,0.5,1,CONFSERVER,Support dome coditioning contract,"""Support activities to develop a dome environment conditioning contract, to control the temperature during daytime. The activities include reviewing proposals, provide technical information to potential contractors, meetings with Rubin Observatory reviewers and contractors.""",non-design,FP,0.3768829999999999,PROJECT_JARGON,
DM,DM-27247,Improvement,0,0.78795,0.5,1,CONFSERVER,Use py::kw_only in FilterLabel constructor in pybind11 version 2.6,"""In DM-21333, {{afw::image::FilterLabel}} got a Python-only constructor based on keywords. It would be better if this constructor _required_ keywords; this is supported in Pybind11 2.6 with the {{kw_only}} marker.""",non-design,FP,0.28795,LABEL_AMBIGUOUS,
DM,DM-27189,Story,0,0.914769,0.5,1,CONFSERVER,Dome Control Software Development Support,"""Support activities for the development of low level dome control software development by EIE contractor. The activities include organization and attendance to technical meetings, review of documentacion, enforce compliance to requirements of software implementations, plan timeline of deliverables, provide technical support and guidance during development.""",non-design,FP,0.414769,PROJECT_JARGON,
DM,DM-27256,Story,0,0.938807,0.5,1,CONFSERVER,Add JSON support to butler Config,"""Adding read/write support for JSON to Config should be very quick and might help us make a decision on how to store the dimensions config in the database.""",non-design,FP,0.4388069999999999,LABEL_AMBIGUOUS,
DM,DM-27213,Story,0,0.843398,0.5,1,CONFSERVER,kafka-connect-manager: handle envvars exclusively in click,"""Move environment variables to Click.    https://click.palletsprojects.com/en/7.x/options/#values-from-environment-variables    I've been reading the environment variables in the configuration and using them as default values in click. I think it is better to read the environment variables and set defaults explicitly on Click.    This way we can also override the environment variables used by Click in the CLI runner for tests.  """,non-design,FP,0.343398,DESIGN_VOCAB_IMPL,
DM,DM-27107,Story,0,0.937212,0.5,1,CONFSERVER,Expand the authorization service to support queries,"""Expand the authorization service to support the following queries:  * List the CSCs that can support authorization.  * List all CSCs that have non-default authorization, and what that authorization is (this is what LOVE will display).  * List all CSCs that you can control.  """,non-design,FP,0.437212,DESIGN_VOCAB_IMPL,
DM,DM-27178,Story,0,0.584912,0.5,1,CONFSERVER,Standardize aliases on Gen 2 Exposure get,"""RFC-730 proposes a new filter system that will support only standardized names for each band or filter, but no aliases. While new aliases will no longer be introduced after DM-27167, old files may still use them in Gen 2 (Gen 3 will internally ensure that all names are standardized). To ensure that algorithmic code can safely assume standardized names in {{FilterLabel}} regardless of whether an input Exposure was loaded from Gen 2 or Gen 3, standardize the filter names in an Exposure when loading them from Gen 2.    Note that there is no standardization problem when using {{Filter}}; the problem will only emerge after {{Exposure}} starts using {{FilterLabel}} as the primary API.""",non-design,FP,0.0849119999999999,LABEL_AMBIGUOUS,
DM,DM-27125,Story,0,0.965026,0.5,1,CONFSERVER,"Implement basic connectivity of OWL to a PostgreSQL database for messages, plus one or more butler registries","""Implement basic connectivity to a local PostgreSQL server to hold log messages, and to one or more local butler registries.  I do not intend to implement use of secrets at this point. I want to get some of the logic in place, first, then tackle that later.""",non-design,FP,0.465026,LABEL_AMBIGUOUS,
DM,DM-27164,Story,0,0.668584,0.5,1,CONFSERVER,Add task to compute and persist VisitSummary tables,"""Currently, the only way to access the individual visit metadata, WCS information, photoCalib, PSF size, etc, is to read in all of the components from over 100 individual {{calexp}} files (for HSC and LSSTCam).  This is a performance bottleneck for {{fgcmcal}}, {{jointcal}}, and {{pipe_analysis/visitAnalysis}} to name a few tasks.  This ticket is to add a task to {{pipe_tasks/postprocess.py}} called {{ConsolidateVisitSummaryTask}} (supporting both Gen2 and Gen3) that will consolidate all of the summary info from the constituent detectors into one {{afw}} {{ExposureCatalog}}.  This task can be more easily parallelized by the workflow manager, while it reduces the i/o burden (and input logic) on the consumers of this product significantly.  Simple tests show a reduction in time from 30-40 seconds per visit on HSC data to less than a second to retrieve the {{VisitSummary}}.  """,non-design,FP,0.1685839999999999,LABEL_AMBIGUOUS,
DM,DM-27114,Story,0,0.840591,0.5,1,CONFSERVER,Move M1M3 GUI to salobj,"""M1M3 GUI uses ts_sal, the old Python binding. It will be better to replace that with ts_salobj, the new, currently preferred Python binding.""",non-design,FP,0.340591,PROJECT_JARGON,
DM,DM-27179,Story,0,0.869094,0.5,1,CONFSERVER,Standardize filter info in CameraMapper,"""All CameraMappers have a {{FilterDefinitionCollection}} that relates filter and band names, including aliases, for the corresponding instrument. However, there is no common API to this collection, making it usable only by a particular mapper subclass. Add an abstract property to {{obs.base.CameraMapper}} that exposes the collection to code that needs filter information in Gen 2.""",non-design,FP,0.369094,LABEL_AMBIGUOUS,
DM,DM-27167,Story,0,0.85246,0.5,1,CONFSERVER,Stop using filter alias names in DM stack,"""RFC-730 proposes a new filter system that will support only standardized names for each filter, but no aliases. To prepare for the new system, ensure that we are no longer introducing aliases into the codebase (in particular, as the primary name of old-style filters).    Proposed algorithm:  # Go through the filter definition file of every {{obs}} package, and make a list of names that appear in either the {{afw_name}} or {{alias}} field of a {{FilterDefinition}}, along with their corresponding {{physical_filter}}.  # Search the entire {{lsst}} and {{lsst-dm}} for hardcoded references to these names, except for those in {{FilterDefinition}} itself and calls to {{Filter::define}}, {{Filter::defineAlias}}, and {{image.utils.defineFilter}}. Calls to the {{Filter}} constructor *are* covered by the search.  # Replace each reference to an afw_name or alias with a reference to the corresponding physical_filter.    It is possible that step 2 will find no matches.""",non-design,FP,0.35246,LABEL_ERROR,"References an RFC and a multi-step, stack-wide name-standardization plan -- reads as genuine API design work."
DM,DM-27253,Technical task,0,0.977627,0.5,1,CONFSERVER,Add support for materializing dimension overlaps in old query system,"""My current plan is to introduce explicit skypix to non-skypix materialization support first, and then use that to replace the implicit common skypix materialization that we have now.  That should be totally transparent to the query system.  After that, we'll add non-skypix to non-skypix materialization support, and just let that be write-only for now.    Hopefully this will include all of the schema changes we need for DM-26692, although there will be major API changes still to come.""",non-design,FP,0.477627,LABEL_ERROR,Explicitly discusses schema changes and major API changes to the query system.
DM,DM-27230,Story,0,0.53513,0.5,1,CONFSERVER,Create interactive visualization of pipe_analysis plots,"""This ticket is to implement a highcharts page that will display the data from the pipe_analysis plots in an interactive Highcharts viewer, similar to the scarlet docs: https://<USER>github.io/scarlet/_static/measurements.html .    Since many of the plots will not require introspection, plots will be added one by as needed from analyzing the pipe_analysis plots. The UI will include a drop down (selection) box to select a plot that has been mapped, another to select the tract, and another to select the band. The inner +/- 2 sigma will be given by a density plot, with the outliers plotted and available for drill down.""",non-design,FP,0.0351299999999999,LABEL_AMBIGUOUS,
DM,DM-27141,Story,0,0.609872,0.5,1,CONFSERVER,General improvements and documentation of ts_cycle_build,"""In DM-26954 I was going to work on ts_cycle_build documentation and on Jenkinsfile to run the build on the Jenkins server. Nevertheless, I ended up only being able to work on building/deploying and testing cycle 0014 at NCSA.          I will continue the work that was supposed to be done on that ticket here.     I will also perform some maintenance in the deployment environment build scripts, moving them from ts_Dockerfiles to ts_cycle_build.""",non-design,FP,0.1098719999999999,DESIGN_VOCAB_IMPL,
SERVER,SERVER-51716,Bug,1,0.013313,0.5,0,CONFSERVER,"""Make computed_projections.js more robust""","""""""The computed_projections.js test checks the internalQueryEnableSlotBasedExecutionEngine setting and enables a failpoint, but it is not necessary for either of these operations to succeed for the test to run and provide meaningful coverage.    Let's allow them to fail without failing the test.""""""",design,FN,0.486687,LABEL_AMBIGUOUS,
SERVER,SERVER-51757,Improvement,1,0.128375,0.5,0,CONFSERVER,"""Collect /proc/vmstat numa_pages_migrated statistics in FTDC""","""""""FTDC already collects different vmstat metrics, this new requested stat {{vmstat numa_pages_migrated}} will help us to tackle numa related issues  """"""",design,FN,0.371625,LABEL_AMBIGUOUS,
SERVER,SERVER-51670,Task,1,0.335265,0.5,0,CONFSERVER,"""Architecture Guide updates for unpackBucket and sort optimization""","""""""Please investigate if this project requires changes to the architecture guide.""""""",design,FN,0.164735,SPARSE_TEXT,
SERVER,SERVER-51789,Bug,1,0.011375,0.5,0,CONFSERVER,"""Execute the getShardAndCollectionVersion function before logging which chunks were created in the split chunk operation""","""""""The underlying problem here is that the split chunk operation is not idempotent.    Instead of fixing that, what we try to achieve with this change is reducing the probability of having an error during the split chunk operation.    The change is simple: we have to move  [this call|https://github.com/mongodb/mongo/blob/fcc8bc252fc62ce96ed4ce02655997a2e232fd38/src/mongo/db/s/config/sharding_catalog_manager_chunk_operations.cpp#L564] before [this region of code |https://github.com/mongodb/mongo/blob/fcc8bc252fc62ce96ed4ce02655997a2e232fd38/src/mongo/db/s/config/sharding_catalog_manager_chunk_operations.cpp#L531-L562]""""""",design,FN,0.488625,LABEL_AMBIGUOUS,
SERVER,SERVER-51785,Task,1,0.053618,0.5,0,CONFSERVER,"""Operation resource consumption metrics should not include oplog writes""","""""""Do not collect resource consumption metrics when operations write to the oplog""""""",design,FN,0.446382,LABEL_AMBIGUOUS,
SERVER,SERVER-51413,Task,1,0.147444,0.5,0,CONFSERVER,"""RemoteCommandTargeterRS custom deleter in TenantMigrationDonorService::Instance::run does not need to capture 'this' or 'self'""","""""""Capturing 'this' and 'self' [here|https://github.com/mongodb/mongo/blob/bcbebf4314d929e2708a58620e8d00c3de9958b5/src/mongo/db/repl/tenant_migration_donor_service.cpp#L428] is not needed.""""""",design,FN,0.352556,LABEL_ERROR,"Pure code-cleanup (remove unneeded capture in a lambda), no design content."
SERVER,SERVER-51761,Task,1,0.139342,0.5,0,CONFSERVER,"""Architecture Guide updates for Scrub Topology Errors""","""""""Please investigate if this project requires changes to the architecture guide.""""""",design,FN,0.360658,SPARSE_TEXT,
SERVER,SERVER-51772,Improvement,1,0.304455,0.5,0,CONFSERVER,"""Collect more initial sync metrics""","""""""In order to truly understand what are the driving factors in the initial sync time, we need to track more metrics on specific aspects of the initial sync process.    Other dimensions that could be important, such as -   * how many indexes were there?   * Are the indexes large / $text / compound with many keys?   * What was the disk performance like? Is their workload insert heavy?     We need to think through all of the areas we believe could be driving initial sync times and see if we can quantify and track them through different metrics.""""""",design,FN,0.195545,LABEL_AMBIGUOUS,
SERVER,SERVER-51493,Task,1,0.335838,0.5,0,CONFSERVER,"""Revisit how config.transactions cloner for resharding blocks thread waiting for outstanding prepared transaction to resolve""","""""""One option would be to schedule the callback on the Fetcher after the TransactionParticipant::onExitPrepare() future resolves. Another option would be to use a dedicated thread for the config.transactions cloner for resharding to prevent a liveness issue.""""""",design,FN,0.1641619999999999,IMPLICIT_DESIGN,
SERVER,SERVER-51784,Task,1,0.293091,0.5,0,CONFSERVER,"""Create privilege that exempts operations from contributing to resource consumption metrics""","""""""Create a new privilege given only to __system and automation users that exempts their operations from contributing to global resource consumption metrics.""""""",design,FN,0.206909,IMPLICIT_DESIGN,
SERVER,SERVER-51722,Task,1,0.450374,0.5,0,CONFSERVER,"""Ensure that MongoDB builds with ARM LSE atomics""","""""""WiredTiger recently got an external contribution from Github user AGSaidi to use the {{-moutline-atomics}} flag for ARM in the cases where the compiler supports it.  https://github.com/wiredtiger/wiredtiger/pull/6042    In GCC-10, this flag is on by default. The functionality has apparently been backported to older versions of GCC however it needs to be explicitly set with the {{-moutline-atomics}} flag. On my local machine, I saw {{wtperf}} ops/sec increase by 2x on a few of the workloads that I tested.    If you're already aware of this flag, feel free to close this. I figured I should let someone from the server org know just in case.""""""",design,FN,0.049626,LABEL_ERROR,"Compiler/build-flag change for ARM atomics, not architectural."
SERVER,SERVER-51791,Bug,1,0.010983,0.5,0,CONFSERVER,"""Make isCommitOrAbortIndexBuild check in _logOpInner check the content of the oplog entry""","""""""This [variant|https://github.com/mongodb/mongo/blob/7a9eb6f3d26eb31c271434b47a0556046d6425a8/src/mongo/db/repl/oplog.cpp#L279] inside _logOpsInner was added to ensure that tenant migrations always block all oplog entries other than commitIndexBuild and abortIndexBuild oplog entries. However, the current implementation could lead to invariant failure for batch insert that contains a doc with """"""""commitIndexBuild"""""""" or """"""""abortIndexBuild"""""""" as a field. We should change to check to only throw if the doc corresponds to an actual commitIndexBuild or abortIndexBuild oplog entry. Also, the check should only be done if tenant migrations are enabled and should uassert instead of invariant.""""""",design,FN,0.489017,LABEL_ERROR,Internal correctness fix for an oplog-entry edge case.
SERVER,SERVER-51758,Task,0,0.50606,0.5,1,CONFSERVER,"""Support shard-local rename of sharded collections""","""""""As a prerequisite for renaming sharded collections, a shard-local _renameCollection_ within the same database needs to be implemented.    The current logic of [renameCollectionWithinDB for RS|https://github.com/mongodb/mongo/blob/ca80e039ebc4e6afd98eea84df4594e8890d7a6f/src/mongo/db/catalog/rename_collection.cpp#L282-L337] can potentially be reused, but needs to be complemented in order to mirror chunks on the new collection and update local sharding metadata.""""""",non-design,FP,0.0060599999999999,LABEL_AMBIGUOUS,
SERVER,SERVER-51776,Improvement,0,0.522771,0.5,1,CONFSERVER,"""Map setup_multiversion_mongodb.py args to evergreen build variants""","""""""Map the current args (--edition, --platform, --architecture) to evergreen build variants.    """"""",non-design,FP,0.0227709999999999,SPARSE_TEXT,
SERVER,SERVER-51662,New Feature,0,0.93578,0.5,1,CONFSERVER,"""Add matcher helper to match request BSON object""","""""""It's common to match the <USER>of a request, like { """"""""find"""""""": """"""""oplog.rs"""""""" }, we need to make that easier. We could integrate query expression matcher to the mock framework. It may look like    """"""",non-design,FP,0.4357799999999999,DESIGN_VOCAB_IMPL,
SERVER,SERVER-51710,Improvement,0,0.940282,0.5,1,CONFSERVER,"""Allow struct-like IDL ServerParameters""","""""""Command IDL files allow a struct-like form via the """"""""<USER>"""""" field (see [here|https://github.com/mongodb/mongo/blob/056624cfe3f03d873df0a19f403570b772afa295/src/mongo/db/commands/kill_operations.idl#L41-L44]). We should support something similar for {{ServerParameter}} IDL files. In the current state, the closest that can be done is an IDL struct that is explicitly used as the cpp_type (see [here|https://github.com/mongodb/mongo/blob/056624cfe3f03d873df0a19f403570b772afa295/src/mongo/db/mirror_maestro.idl#L36-L64]). We can make this pattern easier and have more powerful, more documented {{ServerParameter}} files in the process.""""""",non-design,FP,0.4402819999999999,LABEL_AMBIGUOUS,
SERVER,SERVER-51653,New Feature,0,0.876522,0.5,1,CONFSERVER,"""Ban uses of unstable command parameters with apiStrict: true""","""""""In the """"""""API Version Testing"""""""" project we added a boolean field """"""""unstable"""""""" to <USER>command parameters in the IDL for API Version 1 commands. Unstable parameters are not guaranteed to be backward-compatible, even though they are parameters of V1 commands. We plan to use the """"""""unstable"""""""" field only when comparing old and new releases' IDL definitions of V1 commands; we'll ignore incompatible changes to unstable <USER>    However, [~<USER> makes a good suggestion: at runtime, ban the use of unstable parameters in client requests that include apiStrict: true.  """"""",non-design,FP,0.376522,LABEL_AMBIGUOUS,
