project,issue_key,issue_type,label,prob_design,threshold,pred,val_project,summary,description,gold_label,error_type,margin,error_category,notes
CONFSERVER,CONFSERVER-60305,Suggestion,0,0.840753,0.5773,1,MESOS,Improve the Onboarding page for new users,"""Due to the resolution of CONFSERVER-40215, the old onboarding page has been replaced for a simpler solution.    Some administrators would like to enable the old onboarding page again to new users or to have a new feature that contains videos or links explaining how to use Confluence.    The idea is having a video or more information that can show to new users usability features. For instance, a video showing how to create pages or how to edit pages.    """,non-design,FP,0.26345299999999994,,
CONFSERVER,CONFSERVER-60268,Suggestion,0,0.674173,0.5773,1,MESOS,Companion app - document edit resuming,"""Looking for files in the .atlassian-companion when files cannot be uploaded (lost connection, closed browser window, Word crashed, <USER> is not something a regular user would do. This is to complicated.    reference:    [https://confluence.<USER>confkb/how-to-access-confluence-files-edited-with-the-atlassian-companion-app-955178822.html]    The Companion app should know where the last version of the file was closed and if it should resume editing of that file next time the user wants to edit it.     Or even better, auto upload regularly (autosafe) to the Confluence page. One could then be asked to either open the autosaved version, the one on your computer (if the same user) or the latest uploaded. """,non-design,FP,0.09687299999999999,,
DM,DM-24914,Story,1,0.050937,0.3136,0,CONFSERVER,Check integer column types throughout Gen3 database schema,"""[~<USER> has discovered that the column type for the _max fields in the instrument table is not large enough for the values we use in obs_lsst - apparently we're not using a 64-bit type, and we never noticed because <sigh> SQLite doesn't care about types.    We should do full audit of all of our integer fields and make sure we chose appropriate sizes for all of them.  This may involve switching from just """"int"""" in the dimension configs to more precise types.  """,design,FN,0.262663,,
DM,DM-24648,Story,1,0.031752,0.3136,0,CONFSERVER,Validate that inputs match the right schema in alert stream simulator,"""Check that files passed in to the alert stream simulator match the expected avro schema.""",design,FN,0.281848,,
DM,DM-24182,Story,1,0.039237,0.3136,0,CONFSERVER,Deploy for DBB Buffer Mngrs v1.1 Gen2 for summit AuxTel (handoff and endpoint),"""Deploy for DBB Buffer Mngrs v1.1 Gen2 for summit AuxTel (handoff and endpoint)  This ticket had been created automatically Primavera ID: None""",design,FN,0.27436299999999997,,
DM,DM-24183,Story,1,0.037201,0.3136,0,CONFSERVER,Deploy for DBB Buffer Mngrs v1.1 Gen2 for summit ComCam (handoff and endpoint),"""Deploy for DBB Buffer Mngrs v1.1 Gen2 for summit ComCam (handoff and endpoint)  This ticket had been created automatically Primavera ID: None""",design,FN,0.276399,,
DM,DM-24185,Story,1,0.01582,0.3136,0,CONFSERVER,Deploy for DBB Buffer Mngrs v1.1 Gen2 for BOT images (endpoint only),"""Deploy for DBB Buffer Mngrs v1.1 Gen2 for BOT images (endpoint only)  This ticket had been created automatically Primavera ID: None""",design,FN,0.29778,,
DM,DM-24653,Story,1,0.129349,0.3136,0,CONFSERVER,Make a pip-installable script to send data to the alert stream simulator broker,"""Make a script which is pip-installable which can send data to the alert stream simulator broker. The script should just take a file and write it into the broker.""",design,FN,0.184251,,
DM,DM-27117,Improvement,0,0.319063,0.3136,1,CONFSERVER,Add dummy pipeline to ap_verify testing,"""Mock-based testing of {{pipeline_driver.py}} has run into several problems, including over-dependence on {{ctrl_mpexec}}. It would be cleaner to create  a mock pipeline whose tasks do no processing besides creating output datasets. Implement such a pipeline and use it in tests that currently try to mock the pipeline, its executor, or {{pipeline_driver}}.    Note that {{ap_verify}} currently does some run-time configuration of the AP pipeline (e.g., database location), so the mock pipeline needs to have at least some of the same configuration hooks as the real pipeline. Also, since tasks must be importable to be included in a pipeline, they will need to go somewhere in the main python directory of {{ap_verify}}.""",non-design,FP,0.005462999999999996,,
DM,DM-27178,Story,0,0.714701,0.3136,1,CONFSERVER,Standardize aliases on Gen 2 Exposure get,"""RFC-730 proposes a new filter system that will support only standardized names for each band or filter, but no aliases. While new aliases will no longer be introduced after DM-27167, old files may still use them in Gen 2 (Gen 3 will internally ensure that all names are standardized). To ensure that algorithmic code can safely assume standardized names in {{FilterLabel}} regardless of whether an input Exposure was loaded from Gen 2 or Gen 3, standardize the filter names in an Exposure when loading them from Gen 2.    Note that there is no standardization problem when using {{Filter}}; the problem will only emerge after {{Exposure}} starts using {{FilterLabel}} as the primary API.""",non-design,FP,0.40110100000000004,,
DM,DM-27114,Story,0,0.753649,0.3136,1,CONFSERVER,Move M1M3 GUI to salobj,"""M1M3 GUI uses ts_sal, the old Python binding. It will be better to replace that with ts_salobj, the new, currently preferred Python binding.""",non-design,FP,0.440049,,
DM,DM-27230,Story,0,0.504356,0.3136,1,CONFSERVER,Create interactive visualization of pipe_analysis plots,"""This ticket is to implement a highcharts page that will display the data from the pipe_analysis plots in an interactive Highcharts viewer, similar to the scarlet docs: https://<USER>github.io/scarlet/_static/measurements.html .    Since many of the plots will not require introspection, plots will be added one by as needed from analyzing the pipe_analysis plots. The UI will include a drop down (selection) box to select a plot that has been mapped, another to select the tract, and another to select the band. The inner +/- 2 sigma will be given by a density plot, with the outliers plotted and available for drill down.""",non-design,FP,0.19075600000000004,,
DM,DM-27189,Story,0,0.954286,0.3136,1,CONFSERVER,Dome Control Software Development Support,"""Support activities for the development of low level dome control software development by EIE contractor. The activities include organization and attendance to technical meetings, review of documentacion, enforce compliance to requirements of software implementations, plan timeline of deliverables, provide technical support and guidance during development.""",non-design,FP,0.640686,,
DM,DM-27179,Story,0,0.876758,0.3136,1,CONFSERVER,Standardize filter info in CameraMapper,"""All CameraMappers have a {{FilterDefinitionCollection}} that relates filter and band names, including aliases, for the corresponding instrument. However, there is no common API to this collection, making it usable only by a particular mapper subclass. Add an abstract property to {{obs.base.CameraMapper}} that exposes the collection to code that needs filter information in Gen 2.""",non-design,FP,0.563158,,
DNN,DNN-8059,Task,1,0.391881,0.6864,0,CONFSERVER,Remove oAuth 2 code from Platform,"""Based on the decision taken after reviewing the work done on that feature the team decided to remove for now the *oAuth* code implementation from Platform 8.0.0.    *Note for DEV*:  * Create a feature/oauth2 branch so we keep a copy of the oauth2 code updated at the today date  * Remove any bit:  ** c# classes, csprojects, review any Platform solutions as well  ** new sql sprocs, functions, tables, fields""",design,FN,0.29451900000000003,,
DNN,DNN-10717,Improvement,1,0.081938,0.6864,0,CONFSERVER,Implement AXD resources minification/compression,"""As reported by some third part developers, implementing AXD resources compression will speed up the page load time noticeably. This process is described here: [Optimize WebResource.axd and ScriptResource.axd|https://madskristensen.net/blog/optimize-webresourceaxd-and-scriptresourceaxd/]  It would be good for performance to implement this (or something similar) in DNN and measure the impact on the performance.""",design,FN,0.604462,,
DNN,DNN-10748,Improvement,1,0.132281,0.6864,0,CONFSERVER,CROSSORIGIN attribute support for loading JS/CSS via CDF,"""Allow developers to specify the crossorigin attribute when loading <script> elements using the CDF.    When applied to <script> elements being loaded from a different origin, the crossorigin attribute allows for easier debugging:    {quote}Normal script elements pass minimal information to the window.onerror for scripts which do not pass the standard CORS checks. To allow error logging for sites which use a separate domain for static media, use this attribute. See CORS settings attributes for a more descriptive explanation of its valid arguments.  {quote}    When applied to <link> elements, it indicates whether CORS must be used when fetching the related resource.    See:   * https://developer.mozilla.org/en-US/docs/Web/HTML/Element/script#attr-crossorigin  * https://developer.mozilla.org/en-US/docs/Web/HTML/Element/link#attr-crossorigin   * https://developer.mozilla.org/en-US/docs/Web/HTML/CORS_settings_attributes    A good example in the wild is loading Bootstrap 4.x from the official CDN. The example code is:    {code:html}  <link rel=""""stylesheet"""" href=""""https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0/css/bootstrap.min.css"""" integrity=""""sha384-Gn5384xqQ1aoWXA+058RXPxPg6fy4IWvTNh0E263XmFcJlSAwiGgFAW/dAiS6JXm"""" crossorigin=""""anonymous"""">  <script src=""""https://code.jquery.com/jquery-3.2.1.slim.min.js"""" integrity=""""sha384-KJ3o2DKtIkvYIK3UENzmM7KCkRr/rE9/Qpg6aAZGJwFDMVNA/GpGFF93hXpG5KkN"""" crossorigin=""""anonymous""""></script>  <script src=""""https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.12.9/umd/popper.min.js"""" integrity=""""sha384-ApNbgh9B+Y1QKtv3Rn7W3mgPxhU9K/ScQsAP7hUibX39j7fakFPskvXusvfa0b4Q"""" crossorigin=""""anonymous""""></script>  <script src=""""https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0/js/bootstrap.min.js"""" integrity=""""sha384-JZR6Spejh4U02d8jOt6vLEHfe/JQGiRRSQQxSfFWpi1MquVdAyjUar5+76PVCmYl"""" crossorigin=""""anonymous""""></script>  {code}""",design,FN,0.554119,,
DNN,DNN-8513,Improvement,1,0.504741,0.6864,0,CONFSERVER,Create a new extension point in the DNN core at the Database Connection Level.,"""I would like the ability to break away from using the standard SqlConnection, and switch to using ReliableSqlConnection for Azure sites. I would also like the ability to set up retry policies when performing database operations.    I have/will be including a code fix that adds a new extension point at the database connection layer. We can then use a custom database connection that will allow us to use ReliableSqlConnection and the RetryManager functionality that Azure provides, without having to bring those things into the DNN Core.    I have created an AzureSqlConnection Provider to test this functionality, which can be found here: [https://github.com/JoshuaBradley/DnnAzureSqlConnectionProvider].""",design,FN,0.18165900000000001,,
DNN,DNN-10768,Improvement,1,0.342445,0.6864,0,CONFSERVER,Subresource Integrity (SRI) support for loading JS/CSS via CDF,"""Allow developers to specify the crossorigin attribute when loading <script> elements using the CDF.    When applied to <script> elements being loaded from a different origin, the crossorigin attribute allows for easier debugging:    {quote}Normal script elements pass minimal information to the window.onerror for scripts which do not pass the standard CORS checks. To allow error logging for sites which use a separate domain for static media, use this attribute. See CORS settings attributes for a more descriptive explanation of its valid arguments.  {quote}    When applied to <link> elements, it indicates whether CORS must be used when fetching the related resource.    See:   * https://developer.mozilla.org/en-US/docs/Web/HTML/Element/script#attr-crossorigin  * https://developer.mozilla.org/en-US/docs/Web/HTML/Element/link#attr-crossorigin   * https://developer.mozilla.org/en-US/docs/Web/HTML/CORS_settings_attributes    A good example in the wild is loading Bootstrap 4.x from the official CDN. The example code is:    {code:html}  <link rel=""""stylesheet"""" href=""""https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0/css/bootstrap.min.css"""" integrity=""""sha384-Gn5384xqQ1aoWXA+058RXPxPg6fy4IWvTNh0E263XmFcJlSAwiGgFAW/dAiS6JXm"""" crossorigin=""""anonymous"""">  <script src=""""https://code.jquery.com/jquery-3.2.1.slim.min.js"""" integrity=""""sha384-KJ3o2DKtIkvYIK3UENzmM7KCkRr/rE9/Qpg6aAZGJwFDMVNA/GpGFF93hXpG5KkN"""" crossorigin=""""anonymous""""></script>  <script src=""""https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.12.9/umd/popper.min.js"""" integrity=""""sha384-ApNbgh9B+Y1QKtv3Rn7W3mgPxhU9K/ScQsAP7hUibX39j7fakFPskvXusvfa0b4Q"""" crossorigin=""""anonymous""""></script>  <script src=""""https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0/js/bootstrap.min.js"""" integrity=""""sha384-JZR6Spejh4U02d8jOt6vLEHfe/JQGiRRSQQxSfFWpi1MquVdAyjUar5+76PVCmYl"""" crossorigin=""""anonymous""""></script>  {code}""",design,FN,0.343955,,
DNN,DNN-10753,Improvement,1,0.006993,0.6864,0,CONFSERVER,How should tag filter work?,"""In Advance Page Search how should tag filter work ('AND'/'OR').   Tag1 Belongs to Page1, Tag2 belongs Page2.   Search keyword is 'Tag1, Tag2' what should be result:   'Page1 And Page2' OR 'None'?  """,design,FN,0.679407,,
DNN,DNN-10701,Improvement,0,0.90693,0.6864,1,CONFSERVER,Configure all modules to extend eslint-config-dnn,"""Eslint is technology to validate and verify javascript programs for potential errors or pattern compliance.    Today, all Javascript modules have its configuration making difficult to have a common Javascript validation across all projects.    There is a module, eslint-config-dnn that is a central component that has all the rules we have to comply. This issue is to extend this configuration and make all fixes suggested by eslint on Admin-Pages.""",non-design,FP,0.22053,,
DNN,DNN-10822,Improvement,0,0.857095,0.6864,1,CONFSERVER,Page Icons,"""We use to be able to set page icons for pages.  It would be nice to be able to do this again and also maybe even be able to choose from those available from bootstrap versions or any added icons such as font awesome!    Of coarse I can make my own menus that can do this however I use to like adding icons to pages and now that feature is unavailable from what I can tell.    When/If you add this feature again just added a suggestion.    It would be cool to add this to the WYSIWYG editor as well.  The ability to use the free icons and see them to add to posts for easy fun.  It would also be cool to add your own iconsets that you create uploading them as you create them and being able to access them easily in the editor and page options.    They are widely & commonly used so why not?""",non-design,FP,0.17069500000000004,,
FAB,FAB-16449,Task,1,0.014621,0.5045,0,CONFSERVER,tls clientkey file is not available inside peer container launched with network launcher - mutual tls,"""--keyfile is not available inside peer container launched with network launcher - mutual tls. Unable to execute `peer channel list` command when mututal TLS is enabled.""",design,FN,0.48987899999999995,,
FAB,FAB-18108,Task,0,0.838364,0.5045,1,CONFSERVER,Improve follower.Chain flow control,"""Address remaining review comments [from this PR|[https://github.com/hyperledger/fabric/pull/1624]], especially those around the consolidation of the pullUntilJoin and pullAfterJoin methods. """,non-design,FP,0.33386400000000005,,
FAB,FAB-18187,Story,0,0.831628,0.5045,1,CONFSERVER,Back-porting Go Modules to 1.x,"""Is there any chance that the migration to go modules could be back-ported for the latest 1.x release (1.4.8 at the time of this writing)?    I want to write a chain code with the latest 1.x version, but really dislike the legacy package management of go and the need to manage $GOPATH and other env vars (personal preference).    If I understand it correctly all it would take is a single commit that adds a go.mod file on the 1.x branch and then a release of a minor version that gets tagged so go can pick it up as a version. Also happy to send a PR with this if people support the idea. Please advise.""",non-design,FP,0.3271280000000001,,
FAB,FAB-18131,Task,0,0.598394,0.5045,1,CONFSERVER,"Test removal of system channel on a network with channels, continue to manage with channel participation API","""Start a raft network with a system channel and some app channels.    Apply the procedure to remove the system channel.    Test channel participation api works - join a channel, remove a channel.""",non-design,FP,0.09389400000000003,,
FAB,FAB-18274,Task,0,0.796468,0.5045,1,CONFSERVER,"Integration test for orderer with system channel, orderer is config-tracker","""Add to an existing integration test for an orderer with a system channel where the orderer is not a member of the consenters set for a specific application channel. List the channel details and ensure the cluster relation is """"config-tracker"""" and the status is """"inactive"""". """,non-design,FP,0.291968,,
FAB,FAB-18120,Task,0,0.764186,0.5045,1,CONFSERVER,DevMode - Add integration test for DevMode using new lifecycle,"""Currently we don't have any integration or functional tests coverage for dev mode using new lifecycle.  In order to support the continued maintenance of devmode, and integration test should be added to verify the functionality remains working    Acceptance:  Have an integration test or functional test that demonstrate the following.  Client should be able to start the chaincode by itself, have it connect to the peer, and have the peer route invocations to it.  Client should be able to kill that process, swap in another, and have it work.""",non-design,FP,0.2596860000000001,,
FAB,FAB-18157,Story,0,0.774735,0.5045,1,CONFSERVER,"When instantiating chaincode with indices, peer should log if they already exist.","""Currently if a user instantiates a chaincode that specifies couch indices, the peer logs the following message:    ```    2020-08-13T13:34:15.582571949Z [34m2020-08-13 13:34:15.582 UTC [couchdb] CreateIndex -> INFO f69d1[0m Created CouchDB index [indexOwner] in state database [dummy_marbles] using design document [_design/indexOwnerDoc]   ```         However, if upgrading or instantiating new chaincode that uses the same index/indices, nothing is logged.  This has caused confusion as to whether the index already existed or there was some issue and it didn't get created at all.         The request is for a similar log message saying something like """"index [IndexOwner] in state database [dummy_marbles] already exists.""""  I suppose in the case where it already exists but has been modified, a similar """"modifying"""" message would be nice.         Not high priority, but I think it would help.  I didn't turn on debug logs, so maybe this does get logged at other logging levels?  If so, it's infrequent enough that I think moving it to info would be OK.     """,non-design,FP,0.270235,,
JRASERVER,JRASERVER-71704,Suggestion,1,0.02548,0.1045,0,CONFSERVER,Please add feature to create linked issues across JIRA Service Desk and JIRA software Application,"""Hi All,    Please add a feature to create linked issues across JIRA Service Desk and JIRA software Application    My post where I have described needed feature:    https://community.atlassian.com/t5/Jira-Service-Desk-questions/Create-linked-issue-feature-across-JIRA-ServiceDesk-and-JIRA/qaq-p/1396425#M53132""",design,FN,0.07901999999999999,,
JRASERVER,JRASERVER-71705,Suggestion,1,0.092126,0.1045,0,CONFSERVER,Cloning subtasks to another issue for Bulk Operation,"""Bulk Operation for subtasks only offers edit, move, transition, delete and watching.    What's missing is a handy function to clone a set of subtasks and select a target issue where they should be moved into.""",design,FN,0.012373999999999996,,
JRASERVER,JRASERVER-71554,Bug,1,0.003328,0.1045,0,CONFSERVER,"Running  /rest/agile/1.0/epic/none/issue without parameters on a jira instance can cause OOM,  high CPU and full GC","""h3. Issue Summary    [/rest/agile/1.0/epic/none/issue|https://docs.atlassian.com/jira-software/REST/7.3.1/#agile/1.0/epic-getIssuesWithoutEpic] pulls back all issues that don't have an epic, even though the results are paginated it appears the call itself is inefficient and can cause performance issues in JIRA. In an enterprise instance, this can be a lot of issues, leading to high memory usage, GC thrashing, high CPU and in some cases outofmemory errors. If you run more than one call at a time it can completely take down Jira forcing a full restart to kill the calls.  h3. Steps to Reproduce   # run /rest/agile/1.0/epic/none/issue on an instance with 500k+ issues (unsubstantiated it may be possible to affect a smaller instance with this call)    h3. Expected Results    The results will be returned without causing performance issues.  h3. Actual Results    *CPU and memory are maxed:*    !image-2020-09-16-16-06-35-840.png|thumbnail!   *Full GCs and OOM is possible in an Enterprise instance:*    !image-2020-09-15-09-34-42-548.png|thumbnail!  h3. Workaround    Adding parameters to the call will narrow down the search and thus the number of issues returned.    So instead of running the call without parameters, you could append a JQL search to narrow the total results:    # Results without parameters:        # Results with parameters:  """,design,FN,0.101172,,
JRASERVER,JRASERVER-69860,Suggestion,1,0.098236,0.1045,0,CONFSERVER,Issues may not be visible when using the REST API and pagination,"""In the following scenario, when running the following REST API query to return issues within a certain range of """"Updated"""" dates.    It'll return the following data, as example:  ||Key||Updated||  |SSD-1|01/Aug/2019|  |SSD-2|01/Aug/2019|  |SSD-3|01/Aug/2019|  |SSD-4|01/Aug/2019|  |SSD-5|01/Aug/2019|  |SSD-6|01/Aug/2019|  |SSD-7|01/Aug/2019|  |SSD-8|01/Aug/2019|  |SSD-9|01/Aug/2019|    When using {{maxResults=5}}, we have the following:    ||Key||Updated||  |SSD-1|01/Aug/2019|  |SSD-2|01/Aug/2019|  |SSD-3|01/Aug/2019|  |SSD-4|01/Aug/2019|  |SSD-5|01/Aug/2019|    Before browsing to page 2 (startAt=5), issue SSD-5 is modified, resulting in the Updated field to be changed, therefore, making this issue outside of the query scope.    Browsing to page 2, (startAt=5). We have the following output:    ||Key||Updated||  |SSD-7|01/Aug/2019|  |SSD-8|01/Aug/2019|  |SSD-9|01/Aug/2019|    Notice that SSD-6 is not visible in page 2, since SSD-5 was modified, SSD-6 shifted to the previous page.  h3. Expected behaviour    Jira should prevent this behaviour by making the returned issues consistent when using the REST API pagination.""",design,FN,0.006263999999999992,,
JRASERVER,JRASERVER-71685,Bug,1,0.005369,0.1045,0,CONFSERVER,Security improvements to the Velocity Uberspector,"""This ticket documents an improvement to the Velocity Uberspector's security, locking down which classes can be accessed. This change is a defence-in-depth against potential Remote Code Execution (RCE) and Injection attacks.    The versions which do not have this improvement are before version 8.12.3.    *Pre-improvement versions:*   * version < 8.12.3    *Improved versions:*   * 8.12.3   * 8.13.0   * 8.14.0""",design,FN,0.099131,,
JRASERVER,JRASERVER-71566,Suggestion,0,0.372053,0.1045,1,CONFSERVER,Allow unique URLs for Backlog Sprints,"""PM would like to have a unique URL generated for Sprints when they are created on the Backlog and not yet active.  As is stands they can be seen by going to the Backlog URL, but not as individual Sprints like active sprints can be accessed.""",non-design,FP,0.26755300000000004,,
JRASERVER,JRASERVER-71649,Suggestion,0,0.97028,0.1045,1,CONFSERVER,Add Scroll bar to Workfow Menu,"""The customer has a very long list that appears in the drop down menu in workflow. This forces the customer to use the browser scroll bar in the UI.     Ask    Add a scroll bar to the drop down menu list of items for a user friendly search.""",non-design,FP,0.86578,,
JRASERVER,JRASERVER-71576,Suggestion,0,0.990591,0.1045,1,CONFSERVER,"As a Data Center Administrator, I want to see more detailed and actionable reports in Clustering plugin","""*Problem definition*    JRASERVER-63548 brought us Cluster Monitoring Plugin that allows us to see cluster nodes, check their status and generate reports.  The plugin can be extended to provide more value.    *Suggested solutions*    - Show node version (like Jira 8.6, Jira 8.5; helpful during the zero-downtime upgrade)  - In Jira DC: split Custom Fields Indexing report into two separate tables; enrich the report, show the data on the chart.  - Add the cluster management feature: removing the node from the cluster, moving the node to an offline state. Currently available via Jira REST API.    Please share yours in the comment section.""",non-design,FP,0.886091,,
JRASERVER,JRASERVER-71720,Suggestion,0,0.521419,0.1045,1,CONFSERVER,An option to use advanced roadmaps teams as statistic type in Pie chart gadget,"""There are multiple options to use as statistic type but the teams from advanced roadmaps is not one of them, it could be really helpful to have that option.        """,non-design,FP,0.416919,,
JRASERVER,JRASERVER-71603,Suggestion,0,0.573111,0.1045,1,CONFSERVER,Add Service details to application.xml,"""Currently the application.xml contains a list of services but the only information displayed is the name, delay and last-run.    It would be great if we could have the same information we currently have in the Services listing during the Jira start up process, specially for mail handlers.    application.xml    Jira starting  """,non-design,FP,0.46861100000000006,,
JRASERVER,JRASERVER-71552,Suggestion,0,0.953691,0.1045,1,CONFSERVER,Validate Gravatar Server URLs,"""h3. Problem Definition    Per [https://jira.atlassian.com/browse/JRASERVER-35902], Jira supports custom Gravatar Server URLs so that administrators may configure their own custom Gravatar services.    At this time, Jira does not validate the URL that is provided. It is possible to provide an invalid URL, which Jira then uses to form the request endpoints for users' Gravatars, which can end up with error responses such as an HTTP 404.    h3. Suggested Solution     When the administrator provides a custom Gravatar URL, Jira should validate that it follows a valid URL structure and points to a valid service.  """,non-design,FP,0.8491909999999999,,
MESOS,MESOS-10147,Task,1,0.08986,0.0955,0,CONFSERVER,Introduce a new volume type `CSI` into the `Volume` protobuf message,"""See [here|https://docs.google.com/document/d/1NfWLS2OdiYjXZa2dpd_DOWOK4eou-SedY396Jl68s9Y/edit#heading=h.l7wa1w8789pg] for the detailed design.""",design,FN,0.005640000000000006,,
