issue_key	project	issue_type	summary	description	comments	design_prob	Label
MESOS-7738	MESOS	Epic	"""Add a general isolator allowing extensions using containers."""	"""""""The idea is to introduce a general isolator in Mesos that will interact with a container when an isolator method is invoked by the containerizer.  The motivation for this is to allow folks to write an isolator very easily using any language, and package the isolator into a container. The isolator container should be launched/restarted by Mesos using the upcoming standalone container support. We need to have some logic to avoid a cyclic dependency (avoid using the isolator when launching the isolator container itself!)  The protocol between the isolator container and the containerizer should be a well known protocol that supports multiple lauguages. gRPC is a natural fit here. Idempotency is pretty important. We should clearly call out that most of the interfaces should be idempotent so that we can deal with failure scenarios more gracefully."""""""		0.99283725	
MESOS-8026	MESOS	Improvement	"""Satisfy quota guarantees evenly across roles."""	"""""""Currently, quota is allocated based DRF sorting of the roles based on the role's cluster-wide allocation. This strategy is in place to attempt to allocate quota in a fair manner. However, it is ill-fitted to quota, since quota bears no connection to a fair share of the overall cluster. Rather, a more appropriate notion of fairness of quota, would be a DRF of the roles based on the role's share of its quota.  For example:    This strategy attempts to evenly satisfy quota across the roles. In this example, since large_role has 10x the quota as small_role, it receives resources in a 10:1 ratio compared to small_role."""""""		0.9926978	
MESOS-8588	MESOS	Epic	"""Introduce a work stealing Process scheduler."""	"""""""Currently, libprocess uses a work sharing Process scheduler, by which all workers take work from a global shared runnable Process queue. This has some performance implications, for example the shared global queue can have a high degree of contention, and Processes can migrate across cores frequently (this can be even more expensive on NUMA systems).    We can introduce an alternative work stealing scheduler, in which each worker has its own queue. When this worker runs out of items, it steals from another worker's queue (stealing attempts could be done with cache locality / NUMA in mind).    The process scheduler could ideally be a run-time option if it does not introduce performance overhead over a compile time option."""""""		0.9926803	
MESOS-7141	MESOS	Task	"""Support hook scripts to customize actions for container's lifecycle"""	"""""""Inspired by [hooks | https://github.com/opencontainers/runtime-spec/blob/master/config.md#hooks] in [OCI's runtime spec | https://github.com/opencontainers/runtime-spec], it would be great to have scripts hooked into the lifecycle of containers.  The OCI doc has specified 3 stages for hooking: * Prestart * Poststart * Poststop  We can consider having the 3 stages to start with."""""""	"""We should support the container lifecycle hook asap since it would be useful for different scenarios. A new abstraction may be needed.   https://github.com/kubernetes/community/blob/master/contributors/design-proposals/container-runtime-interface-v1.md#container-lifecycle-hooks "" [SEP] ""I think having a """"Prestop"""" stage would be useful as well. For example it could be used to enable deregister mechanisms. For example GitLab CI Runners could then deregister properly with the main GitLab instance when the GitLab CI Runner instances are stopped."" [SEP] ""[~<USER>, +1. We will add `pre-stop` to the hook if possible.   /cc [~<USER> [~<USER>"" [SEP] ""[~<USER>, [~<USER>: Re-targeting this for 1.4.0. Please let me know if this is a blocker for 1.3.0."" [SEP] ""Nice feature. We already implemented it in our custom executor at OVH. You can take a look at the Go implementation here: https://github.com/<USER>go-mesos-executor  It is explained in the readme. The idea is to be able to deactivate some hooks if needed. We also"	0.9926535	
MESOS-7015	MESOS	Improvement	"""Frameworks should be able to (re)register in suppressed state"""	"""""""We should consider allowing frameworks to specify their """"""""suppressed mode"""""""" when they register or re-register with the mesos master. This should help to keep traffic and the load on the cluster low especially when there are high number of frameworks and/or agents in the cluster during failovers."""""""	"""[~<USER> [~<USER> [~<USER> Any insights on this?"" [SEP] ""Just to add a bit more here, the default can still be to (re)register the framework in unsuppressed mode (so as to keep existing frameworks work seamlessly. If a framework does register in suppressed mode, offers can be turned on from the master once the framework does a REVIVE."" [SEP] ""Seems like a reasonable idea to me..."" [SEP] ""Just so that I understand the motivation, are you trying to optimize for the case where a bunch of frameworks have currently revived offers, but immediately after a master failover all the re-registering frameworks are automatically un-suppressed and need to be suppressed by frameworks again?  For the solution you proposed, how are you envisioning frameworks to re-register in suppressed state? AFAICT, it's not easy to do so in the old driver based world because it needs backwards incompatible API changes or environment variable based hacks. It would be fairly easy to do in v1 API though."" [SEP] ""To answer your questions: (1)"	0.99261874	
MESOS-8402	MESOS	Improvement	"""Resource provider manager should persist resource provider information"""	"""""""Currently, the resource provider manager used to abstract away resource provider subscription and state does not persist resource provider information. It has no notion of e.g., disconnected or forcibly removed resource providers. This makes it hard to implement a number of features, e.g.,    * removal of a resource provider and make it possible to garbage collect its cached state (e.g., in the resource provider manager, agent, or master), or  * controlling resource provider resubscription, e.g., by observing and enforcing resubscription timeouts.    We should extend the resource provider manager to persist the state of each resource provider (e.g., {{CONNECTED}}, {{DISCONNECTED}}, its resources and other attributes). This information should also be exposed in resource provider reconciliation, and be reflected in master or agent endpoints."""""""	"""Reviews:    * https://reviews.apache.org/r/66544/  * https://reviews.apache.org/r/66545/"" [SEP] ""{noformat}  commit 1679d4c85c0bd095e2dafaf7a95adde258db8179  Author: <USER><<EMAIL>>  Date: Tue Apr 24 11:36:31 2018 +0200    Prevent resubscription of resource providers with unknown IDs.    This patch adds a check to the resource provider manager's subscribe  functionality making sure that any ID sent by a resubscribing resource  provider corresponds to some previously known resource provider.    This not only serves as convenient validation of user-provided data,  but also makes sure that the internal state of the resource provider  manager remains consistent.    Review: https://reviews.apache.org/r/66546/    commit 23ff6622fde41f40ee1d4ee914b5302c7b25de01  Author: <USER><<EMAIL>>  Date: Tue Apr 24 11:36:28 2018 +0200    Added admitted resource providers to the manager's registry.    Review: https://reviews.apache.org/r/66545/    commit ac870c00ab11ccc14b9c872c78130ef4d568c0ee  Author: <USER><<EMAIL>>  Date: T"	0.9924327	
MESOS-8933	MESOS	Improvement	"""Stop sending offers from agents in draining mode"""	"""""""*Background:*    At Yelp, we use mesos to run microservices(marathon), batch jobs(chronos and custom frameworks), spark(spark mesos framework) etc.  We also autoscale the number of agents in our cluster based on the current demand and some other metrics. We use mesos maintenance primitives to gracefully shut down mesos agents.     *Problem:*    When we want to shut down an agent for some reason, we first move the agent into draining mode. This allows us to gracefully terminate the micro-services and other tasks. But, mesos continues to send offers from that agent with unavailability set. Frameworks such as marathon, chronos, and spark ignore the unavailability and schedule the tasks on the agent. To prevent this from happening, we allocate all the available resources on that agent to a role that is not used by any framework. But, this approach is not fool-proof. There is still a race condition between when we move the agent into draining mode and when we allocate all the available resources on the agent to maintenance role.    *Proposal:*     It would be nice if mesos stops sending offers from the agents in draining mode. Something like this: [https://gist.github.com/<USER>0b9dbccc908818f8f9f5a18d1f634513] I don't know if this affects the allocator or not. We can put this behind a flag(something like --do-not-send-offers-from-agents-in-draining-mode) and make it optional."""""""	"""In my mind, the ideal solution is for frameworks to be updated to understand unavailability when included in offers. However, I understand that it can be difficult to get changes upstreamed into multiple frameworks.    Adding a new config flag is a possibility; one issue I see is that operators may want to configure this on a per-framework basis, rather than blocking such offers from all frameworks globally.    [~<USER> do you have any thoughts on this ticket?"" [SEP] ""Any updated thoughts on this? Since [~<USER> first posted this we've decided to move forward with this option. And it's been running safely on several clusters at Yelp for some time now. It seems in practice it's going to be a long time before all the frameworks support inverse offers. And so in the short term at least the best strategy for us is to have the master not send offers for hosts that are draining. Then it is up to us to know how this affects currently running tasks for each framework.    It turns out that we do need to recover the "	0.9924326	
MESOS-8785	MESOS	Epic	"""Introduce agent attributes that require frameworks to """"opt-in"""" for offers."""	"""""""In the past we have had cases of special agents (e.g. nodes with gpu, nodes with non-default region) where we've added one off opt-in behavior for getting offers from those nodes. This opt-in behavior for getting resources from these agents has been based on framework capabilities (e.g. GPU_RESOURCES, REGION_AWARE), however a generalized mechanism based on attributes would be useful for future cases.    An """"""""opt-in"""""""" agent attribute means that the framework has to opt-in its role(s) to specific opt-in attributes in order to obtain resources from agents that have the attribute.    For example, we have a cluster with 5 gpu nodes and want to ensure that these are used for only gpu workloads. The operator would tag these machines with a """"""""gpu_workload"""""""" attribute and mark this attribute as opt-in. Now, only those roles that frameworks opt-in to the """"""""gpu_workload"""""""" attribute will receive offers for these agents."""""""		0.9924119	
MESOS-7056	MESOS	Improvement	"""Inherit Environment from Parent when launching a DEBUG container"""	"""""""Right now whenever we enter a DEBUG container we have a fresh environment.  For a better user experience, and also to make command checks launched by the default executor be consistent with checks launched by the command executor, we should have the DEBUG container inherit the environment from its parent container.  There are two possibilities:  1) Inheriting the env set up from the parent container when it was launched. 2) Inheriting the env from the parent container at the instant that the child container is launched (because the parent container might set some of its own environment variables once it starts up).  I think that any of those possibilities would be fine for the health checks use case, we should discuss what is better for debugging."""""""		0.99233776	
MESOS-9639	MESOS	Task	"""Make CSI plugin RPC metrics agnostic to CSI versions."""	"""""""Currently SLRP provides per-CSI-call metrics, e.g.:    If we are to continue to provide such fine-grained metrics, when operators upgrade their CSI plugins to CSI v1, then SLRP would report another set of metrics for v1, which would be inconvenient to operators.    Also the fine-grained metrics are not very useful for operators, as most information are highly correlated to per-operation metrics. So most likely operators would simply aggregate the per-CSI-call metrics for monitoring CSI plugins, and use per-operation metrics to monitor volume creation/destroy/etc.    So instead of provide such fine-grained metrics, we could just provide a set of aggregated rpc metrics that are agnostic to CSI versions, such as:  """""""	"""Review: https://reviews.apache.org/r/70225/"" [SEP] ""{noformat}  commit ae67c324a40222529e16f40765814f5343385d03  Author: <USER><<EMAIL>>  Date: Mon Apr 1 23:24:02 2019 -0700    Made CSI plugin RPC metrics agnostic to CSI versions.    Since the fine-grained version-specific per-CSI-call metrics are not  very useful for operators, and most informations are highly correlated  to per-operation metrics, these metrics are aggregated and made CSI  version agnostic.    Review: https://reviews.apache.org/r/70225/{noformat}   """	0.99213237	
MESOS-7651	MESOS	Improvement	"""Consider a more explicit way to bind reservations / volumes to a framework."""	"""""""Currently, when a framework creates a reservation or a persistent volume, and it wants exclusive access to this volume or reservation, it must take a few steps:  * Ensure that no other frameworks are running within the reservation role (or the other frameworks are co-operative). * With hierarchical roles, frameworks must also ensure that the role is a leaf so that no descendant roles will have access to the reservation/volume. This could be done by generating a role (e.g. eng/kafka/<instance id>).  It's not easy for the framework to ensure these things, since role ACLs are controlled by the operator.  We should consider a more direct way for a framework to ensure that their reservation/volume cannot be shared. E.g. by binding it to their framework id (perhaps re-using roles for this rather than introducing something new?)  We should also consider binding the reservation / volumes, much like other objects (tasks, executors), to the framework's lifecycle. So that if the framework is removed, the reservations / volumes it left behind are cleaned up."""""""	"""+1. Related to this is the headaches around the lifecycle of reservations and volumes. Not sure what you meant by """"perhaps re-using roles for this"""" above but I think as part of this we should bind the lifecycle of reservations to the lifecycle of the framework the same way tasks are bound to the lifecycle of the framework."" [SEP] ""[~<USER> Updated the description to mention lifecycle."""	0.9919002	
MESOS-7678	MESOS	Improvement	"""Audit module support."""	"""""""Design and implement a module interface for auditing. The interface should support auditing all authorizable events (ie. all the events that authorizer modules support) as well as container lifecycle events (to support [Virtualization manager lifecycle events|https://github.com/linux-audit/audit-documentation/wiki/SPEC-Virtualization-Manager-Guest-Lifecycle-Events].  Two initial auditing modules * write to a log file * write Linux audit events  This needs a design doc."""""""		0.9918811	
MESOS-9178	MESOS	Improvement	"""Add a metric for master failover time."""	"""""""When an agent is reregistrated, the time delta from that moment to  the master elected time was saved; In the progress of reregistration,  each data entry represents the registration time delta from master  elected time; The percentile of these data as in this metrics can  represent overall reregistration progress; In case of degradation  towards to the end of reregistration, the high percentile will  reflect it.    Note: These metrics only represent the completed reregistration; It  does not monitor agents were finally marked as unreachable that the  reregistration didn't actually happen, the unreachable agents were  already monitored by existing metrics.    https://reviews.apache.org/r/68706/"""""""	"""/cc [~<USER>"" [SEP] ""Such a metric would be rather brittle, you only need 1 agent to not be able to re-register after a master failover for it to be useless. I would love to see some alternatives explored here, e.g.    We could have some progress oriented metrics:  * Time taken for failed over master to register (25%, 50%, 75%, 90%, 99% 100%) of agents. The metric described in this ticket would be the 100% case, but for most users, they'll probably monitor on a lower percentage."" [SEP] ""+1. Yup that's the approach we talked about. Sorry the JIRA didn't mention it."" [SEP] ""Are we convinced that a metric is the right approach? This seems like something that you might want to compare over long time periods which might be more suitable to doing analytics on logs"" [SEP] ""Per Benjamin suggestion, the metrics will record the progress of the agent reregistration in master failover: count, max, min, p50, p90, p95, p99 etc; We can look the metrics with different perspectively, I think this metric is valuable.    The "	0.9918532	
MESOS-7951	MESOS	Improvement	"""Design Doc for Extended KillPolicy"""	"""""""After introducing the {{KillPolicy}} in MESOS-4909, some interactions with framework developers have led to the suggestion of a couple possible improvements to this interface. Namely,  * Allowing the framework to specify a command to be run to initiate termination, rather than a signal to be sent, would allow some developers to avoid wrapping their application in a signal handler. This is useful because a signal handler wrapper modifies the application's process tree, which may make introspection and debugging more difficult in the case of well-known services with standard debugging procedures.  * In the case of terminations which do begin with a signal, it would be useful to allow the framework to specify the signal to be sent, rather than assuming SIGTERM. PostgreSQL, for example, permits several shutdown types, each initiated with a [different signal|https://www.postgresql.org/docs/9.3/static/server-shutdown.html]."""""""	"""Design doc here: https://docs.google.com/document/d/1xRaOEe2K7OIVrDTOY9UDwwJbCIwXF3wZUrXYl8Pqy24/edit?usp=sharing"""	0.99184656	
MESOS-8018	MESOS	Improvement	"""Allow framework to opt-in to forward executor's JWT token to the tasks"""	"""""""Nested container API is an awesome feature and enabled a lot of interesting use cases. A pattern we have seen multiple times is that a task (often the only one) launched by default executor wants to further creates containers nested behind itself (or the executor) to run some different workload.  Because the entire request is 1) completely local to the executor container, 2) okay to be bounded within the executor's lifecycle, we'd like to allow the task to use the mesos agent API directly to create these nested containers. However, it creates a problem when we want to enable HTTP executor authentication because the JWT auth tokens are only available to the executor so the task's API request will be rejected.  Requiring framework owner to fork or create a custom executor simply for this purpose also seems a bit too heavy.  My proposal is to allow framework to opt-in with some field so that the launched task will receive certain environment variables from default executor, so the task can """"""""act upon"""""""" the executor. One idea is to add a new field to allow certain environment variables to be forwarded from executor to task."""""""	"""[~<USER> What about the security considerations of this? Would a task be able to create more privileged tasks?"" [SEP] ""[~<USER> If the framework *opt-in* to this behavior, then the task will be allowed to whatever the (default) executor can do through agent HTTP API, possibly including launching a privileged task within the executor container tree, if other part of AuthZ permits that.  My rationale here is pretty much intentionally treating this task as an extension part of the executor. I'd argue this is simpler than forcing everyone to write an executor."""	0.9918292	
MESOS-7136	MESOS	Epic	"""Eliminate fair sharing between frameworks within a role."""	"""""""The current fair sharing algorithm performs fair sharing between frameworks within a role. This is equivalent to having the framework id behave as a pseudo-role beneath the role. Consider the case where there are two spark frameworks running within the same """"""""spark"""""""" role. This behaves similarly to hierarchical roles with the framework ID acting as an implicit role:    Unfortunately, the frameworks cannot change their weight to be a value other than 1 (see MESOS-6247) and they cannot set quota.  With the addition of hierarchical roles (see MESOS-6375) we can eliminate the notion of the framework ID acting as a pseudo-role in favor of explicitly using hierarchical roles. E.g.    Here if two frameworks run within the eng/analytics role, then they will compete for resources without fair sharing. However, if resource guarantees are required, sub-roles can be created explicitly, e.g. eng/analytics/learning and eng/analytics/reports. These roles can be given weights and quota."""""""	"""So we wouldn't calculate fair share of frameworks anymore, but only that of roles? Then how do we handle multiple frameworks under same role? round-robin? first-come-first-servce?"" [SEP] ""{quote} Here if two frameworks run within the eng/analytics role, then they will compete for resources without fair sharing. {quote} Why will they compete for resources *without* fair sharing? I think for the frameworks in each role, we have a framework sorter which will calculate the share of each framework, right? Are we going to remove it?"" [SEP] ""[~<USER> yes, the plan would be to remove the special casing of framework id as a pseudo-role, so there would no longer be the additional sorters. To clarify what I meant by compete, the resources would be offered to all participants within a role and the first one to take it wins. If users wish to have constraints among frameworks using a role, they can use sub-roles identifying their frameworks, which achieves the existing behavior. But, you also get the added benefit of usin"	0.9917979	
MESOS-7790	MESOS	Task	"""Design hierarchical quota allocation."""	"""""""When quota is assigned in the role hierarchy (see MESOS-6375), it's possible for there to be """"""""undelegated"""""""" quota for a role. For example:        Here, the """"""""eng"""""""" role has 60 of its 90 cpus of quota delegated to its children, and 30 cpus remain undelegated. We need to design how to allocate these 30 cpus undelegated cpus. Are they allocated entirely to the """"""""eng"""""""" role? Are they allocated to the """"""""eng"""""""" role tree? If so, how do we determine how much is allocated to each role in the """"""""eng"""""""" tree (i.e. """"""""eng"""""""", """"""""eng/ads"""""""", """"""""eng/build"""""""")."""""""	"""[~<USER> Can you link the design doc and move this to reviewable?"" [SEP] ""https://docs.google.com/document/d/1EEpHIlJahYtjqv7zAEkW8U7Bi0CTYFDqAhU0laM7Rzk"" [SEP] ""[~<USER> Can we close this now?"""	0.9917385	
MESOS-8851	MESOS	Improvement	"""Introduce a push-based gauge."""	"""""""Currently, we only have pull-based gauges which have significant performance downsides.    A push-based gauge differs from a pull-based gauge in that the client is responsible for pushing the latest value into the gauge whenever it changes. This can be challenging in some cases as it requires the client to have a good handle on when the gauge value changes (rather than just computing the current value when asked).    It is highly recommended to use push-based gauges if possible as they provide significant performance benefits over pull-based gauges. Pull-based gauge suffer from delays getting processed on the event queue of a Process, as well as incur computation cost on the Process each time the metrics are collected. Push-based gauges, on the other hand, incur no cost to the owning Process when metrics are collected, and instead incur a trivial cost when the Process pushes new values in."""""""	"""https://reviews.apache.org/r/66828/  https://reviews.apache.org/r/66830/  https://reviews.apache.org/r/66831/  https://reviews.apache.org/r/66832/"" [SEP] ""commit ed830653ac4c997c98ca359730f8a402962a05d6  Author: <USER><<EMAIL>>  Date:   Fri Apr 27 16:07:05 2018 -0700        Updated mesos source for Gauge -> PullGauge renaming.            Review: https://reviews.apache.org/r/66832/    commit 8fad04ef8e86949cba0de3a0e571dd138d581d68  Author: <USER><<EMAIL>>  Date:   Fri Apr 27 16:07:01 2018 -0700        Renamed Gauge to PullGauge and documented differences to PushGauge.            Given `PushGauge`, it makes sense to explicitly distinguish the two      gauge types and document the the caveats of `PullGauge`.            Review: https://reviews.apache.org/r/66831/    commit 898ff1b20293f5d55f2c7b65d231cc52bebf9d85  Author: <USER><<EMAIL>>  Date:   Fri Apr 27 16:06:58 2018 -0700        Added a test for PushGauge.            Review: https://reviews.apache.org/r/66830/    commit 6707d39d2ee2e1ccb62e4998ef57d4db8cda"	0.9917373	
MESOS-7578	MESOS	Task	"""Write a proposal to make the I/O Switchboards optional"""	"""""""Right now DEBUG containers can only be started using the LaunchNestedContainerSession API call. They will enter its parent’s namespaces, inherit environment variables, stream its I/O, and Mesos will tie their life-cycle to the lifetime of the HTTP connection.  Streaming the I/O of a container requires an I/O Switchboard and adds some overhead and complexity:  - Mesos will launch an extra process, called an I/O Switchboard for each nested container. These process aren’t free, they take some time to create/destroy and consume resources. - I/O Switchboards are managed by a complex isolator. - /O Swichboards introduce new race conditions, and have been a source of deadlocks in the past.   Some use cases require some of the features provided by DEBUG containers, but don’t need the functionality provided by the I/O switchboard. For instance, the Default Executor uses DEBUG containers to perform (health)checks, but it doesn’t need to stream anything to/from the container. """""""	"""https://docs.google.com/document/d/1YCMtH8i2-ovTVtKDsCTrXdygS7ieaSrJLVnFbR66qfA/"""	0.9916761	
