issue_key	project	issue_type	summary	description	comments	design_prob	Label
TIMOB-27714	TIMOB	Improvement	"""Android: Add """"Material Components"""" theme support"""	"""""""*Summary:*  Titanium currently defaults to the """"""""Theme.AppCompat"""""""" style.    We should change the default style to """"""""Theme.MaterialComponents.Bridge"""""""", which allows to support Google's material widget classes. Without this theme, these widgets will throw an exception since the material theme contains styles they need.  https://www.material.io  https://github.com/material-components/material-components-android    Using the material """"""""bridge"""""""" theme keeps the current """"""""dark"""""""" AppCompat theme so that it won't be a breaking change for app developers. If developers want to use Google's other material themes, then they can set it via the {{<application/>}} element in the """"""""tiapp.xml"""""""" file AndroidManfiest.xml section.  """""""	"""PR (9.3.x): https://github.com/<USER>titanium_mobile/pull/11921"" [SEP] ""PR (kitchensink-v2): https://github.com/<USER>kitchensink-v2/pull/53  PR (hyperloop-example): https://github.com/<USER>hyperloop-examples/pull/86    _*Note:* The above PR changes will work on Titanium 9.0.0 and higher. They do not depend on the Titanium SDK 9.3.0 PR._"" [SEP] ""FR Passed, waiting on Jenkins builds. """	0.9881406	
TIMOB-27710	TIMOB	Story	"""TiAPI: Support optional callback functions for async methods that typically fire events"""	"""""""We have a number of basic operations that rely on event listener based usage to handle notifying when the operation is """"""""complete"""""""". While this works, it can lead to a lot of boilerplate code for hanging simple one-time callback logic when the operation is complete.    i.e. We often have a single listener on Ti.UI.Window#close() where we want to clean up after the windows is closed. Compare:      It would be good to review our APIs and the events we fire and see if they are explicitly tied to methods called by the developer - and if so, provide optional callback functions as the final arguments so that developers could use a more Node.JS style usage and streamline cases where you only expect a single listener/callback (though for backwards compatibility and for supporting multiple listeners we shoulder retain the event firing as well).    Note that this would also position us well to add """"""""shims"""""""" to convert these methods calls into Promise-based APIs at the JS level.  """""""	"""Potential targets:  - {{Ti.UI.Window#close()}}  - {{Ti.UI.Window#open()}}  - {{Ti.UI.View#hide()}}  - {{Ti.UI.View#show()}}  - {{Ti.UI.View}} subclasses with {{blur()}} and {{focus()}} methods (i.e. TextField, SearchBar, TextArea)  - {{Ti.UI.RefreshControl#beginRefreshing()}}  - {{Ti.UI.RefreshControl#endRefreshing()}}  - {{Titanium.UI.ImageView#pause()}}  - {{Titanium.UI.ImageView#resume()}}  - {{Titanium.UI.ImageView#start()}}  - {{Titanium.UI.ImageView#stop()}}    Note that {{Ti.UI.View#animate()}} already supports an optional callback for this exact same use-case/style.    Also note that in all these cases, these methods are already operating asynchronously so behavior isn't changing/breaking (form sync to async). They simply were typically firing off events when the operation finished."" [SEP] ""Faintly related to TIMOB-25536 - Basically I think Gary's ti.es6 project could potentially be another means of doing the callback -> Promise API wrapping, since I think he's sort of baked that in to the shim gener"	0.98788327	
TIMOB-27752	TIMOB	Improvement	"""Android: Exclude x86 and x86_64 architectures in """"production"""" builds by default"""	"""""""*Summary:*  When doing a """"""""production"""""""" build, the {{x86}} and {{x86_64}} architectures should be excluded from the built Android app by default. That is, only ARM architectures should be included.    *Note 1:*  We have been excluding {{x86}} from """"""""production"""""""" builds since Titanium 7.0.0. We want to maintain this behavior in Titanium 9.0.0's gradle builds and exclude {{x86_64}} as well. These architectures are mostly needed for testing purposes in the Android emulator. Removing these architectures can reduce the APK size by a significant amount. Also, physical Android device that support {{x86}} are extremely rare.    *Note 2:*  Modules built with Titanium 8.x.x and older do not support the {{x86_64}} architecture. Only modules built with Titanium 9.0.0 and higher support {{x86_64}}. When you include a module that does *+NOT+* support {{x86_64}} into a Titanium 9.0.0 or newer app, then the build system will strip out all {{x86_64}} architectures from the app. It's all or nothing, otherwise a crash will occur on an {{x84_64}} device/emulator. This means if you want your app to support {{x86_64}}, then all modules must be built with Titanium 9.0.0 or higher.    *How to Override:*  You can override this behavior and specify which architectures you want to include in the build by adding the following {{<abi/>}} entry in the """"""""tiapp.xml"""""""" file.    """""""	"""PR (master): https://github.com/<USER>titanium_mobile/pull/11466  "" [SEP] ""FR Passed.  1. When performing a test/development build of a mobile project the apk generated includes all four architectures (arm64-v8a, armeabi-v7a, x86, x86_64)  2. When performing a production build of a mobile project the apk generated has arm64-v8a, armeabi-v7a architectures.  3. When performing a production build of a mobile project and including information for all 4abi's in Tiapp.xml the apk generated includes all four architectures.  4. When the mobile project uses any module that uses SDK prior to 9.0 then the test/development/production build for the mobile project excludes the x86_64 architecture. Also a warning message is logged in the build logs."" [SEP] ""Waiting on Jenkins build"" [SEP] ""Verified on:  Mac OS: 10.15.1  SDK: 9.0.0.v20200212155006  Appc CLI: 8.0.0-master.6  JDK: 11.0.4  Node: 10.16.3"""	0.9875265	
TIMOB-24549	TIMOB	Epic	"""TiAPI: Add support for Promises"""	"""""""""""""""The modern development world is highly asynchronous"""""""".    I agree, so we should add support for promises that can be used from the JS world to improve the general callback structure. On the native side, we should a new class """"""""TiPromise"""""""" that can be used in the SDK, native modules and Hyperloop to allow promises.    I am not completely sure about the architecture so far, but we should definitely talk about it!"""""""	"""+1 for replacing all callback-based functions with Promise-based signatures, but this is such a major change that I think we should tackle this when we tackle Alloy v2."" [SEP] ""This issue is resolved by TIMOB-24610"" [SEP] ""I think this issue should be reopened, because it was not about general {{Promise}} support (native or polyfills).  It was about promise-based APIs vs callback-based, currently we still can not create native method which will return Promise to js side, all we have is old-school callback.    -I have prepared POC for creating promise-based APIs for Android native modules:-  * -[Branch|https://github.com/drauggres/titanium_mobile/commits/feature/promise-api]-  * -[Builds|https://github.com/drauggres/titanium_mobile/releases/tag/v8.0.0.promise-preview]-    -This is just {{proof-of-concept}} so I will not create PR from it (but feel free to use it if you'll find it worth).-    -P.S. I don't think {{permissionRequest}} should reject Promise that was done only to show both resolving and rejection"	0.98751175	
TIMOB-26292	TIMOB	Epic	"""Windows: Switching to JsRT (Chakra) for better performance"""	"""""""Peformance has been the issue on Windows for a long time. From what I observed, some basic JavaScript operations (like calling constructor, accessing properties and functions) against Titanium proxy objects are simply slow. For instance, creating 200 proxy objects on Windows (Titanium 7.4.0.GA) takes about 2 seconds on Windows locally for me.        We have been improving performance overall and have archived huge improvements like TIMOB-23637 but yet we can't keep up with other platforms regarding performance now, I am guessing that huge difference between other platforms (especially between iOS) is that the unavailability of JIT (Just In Time) compiler on our JavaScript engine. On Windows, JIT is not enabled because it is not available yet. It is huge disadvantage regarding performance.     So this is quite fundamental issue. In order to improve performance, we might want to consider developing JavaScriptCore JIT for Windows, or try switching to Chakra, a JavaScript engine which Microsoft developed, which should have JIT enabled and should provide much better performance unlike our custom JavaScriptCore port. Again this requires big-and-fundamental changes regarding our Titanium (AKA {{TitaniumKit}} and {{HAL}}) framework overall technically, and I don't think we can archive huge peformance improvements without this."""""""	"""According to ChakraCore [JavaScript Runtime (JSRT) reference|https://github.com/Microsoft/ChakraCore/wiki/JavaScript-Runtime-%28JSRT%29-Reference], it is highly likely feasible to implement part of HAL APIs such as JSValue because ChakraCore has similar APIs like JSValueRef. ChakraCore also provides a way to define native callback functions by using [JsNativeFunction|https://github.com/Microsoft/ChakraCore/wiki/JsNativeFunction] that gives us a way to simulate {{HAL::JSExport}} API. One thing I noticed that's missing is the ability to define property callbacks. This is critical because HAL API needs it. So we might want to consider fundamental changes in HAL if we use ChakraCore, like generating getter/setter for Titanium properties by using {{Object.defineProperties}} at startup. Luckily ChakraCore provides a way to serialize scripts using [JsSerializeScript|https://github.com/Microsoft/ChakraCore/wiki/JavaScript-Runtime-%28JSRT%29-Overview#script-serialization-with-lazy-source-loading], that may be very us"	0.9874352	
TIMOB-26572	TIMOB	Improvement	"""TiAPI: Extend global console API to be more Node-compatible"""	"""""""Our current console global object has the most common methods, but is missing some easy ones to target.    - assert  - count  - countReset  - trace    Some other methods may be useful to simply implement as no-ops (like #clear())    https://nodejs.org/api/console.html    <USER>has a JS impl to add trace/assert/dir here: https://github.com/<USER>ti-console/blob/master/src/ti-console.js  """""""	"""I think given that on Android and Windows we already have JS code to implement some of console, it'd be fairly simple to move this into the common area and expand upon it.    https://github.com/<USER>titanium_mobile/blob/master/android/runtime/common/src/js/console.js  https://github.com/<USER>titanium_mobile_windows/blob/master/Source/TitaniumKit/src/TiModule.cpp#L493-L531      "" [SEP] ""[~<USER> I started to look into this, I'm not sure whether we would consider it a breaking change? iOS defines a [TiConsole|https://github.com/<USER>titanium_mobile/blob/master/iphone/TitaniumKit/TitaniumKit/Sources/API/TiConsole.m], which is then added to the globals [here|https://github.com/<USER>titanium_mobile/blob/master/iphone/TitaniumKit/TitaniumKit/Sources/API/KrollBridge.m#L557-L560]. Is TitaniumKit itself seen as a public API, or is just Titanium SDK our public API. As I understand, if it's the former then this should be a breaking change"" [SEP] ""The original goal from <USER>back in the early days of TitaniumKit/HA"	0.9872924	
TIMOB-27845	TIMOB	Story	"""CSS: Investigate layout patterns missing in our APIs"""	"""""""It's also been suggested that we may want to offer APIs to cover common layout styles that may not be covered by our existing APIs (or a box model!) such as grid layouts to help developers achieve some standard layout patterns more easily."""""""		0.9870036	
TIMOB-26648	TIMOB	Improvement	"""Windows: ability to override global functions"""	"""""""Relates to https://github.com/<USER>HAL/pull/86 , https://github.com/<USER>titanium-mobile-mocha-suite/blob/master/Resources/timers.test.js#L170-L176 and https://github.com/<USER>titanium_mobile/blob/master/common/Resources/ti.internal/extensions/binding.js    We already modified this behavior on iOS to allow to override global functions like `setTimeout`, which is typical of an environment like Node and is assumed by some of the popular JS testing frameworks.    I also ran into issues in overriding the standard require function in an effort to introduce cross-platform JS implementations of node-compatible """"""""core"""""""" modules.    iOS PR: <USER>titanium_mobile#10155  unit tests we're skipping on Windows due to this        Expected: `Overridden require` should be shown before requiring files.  """""""	"""https://github.com/<USER>titanium_mobile_windows/pull/1334"" [SEP] ""Closing ticket. Fix verified in SDK version {{8.0.0.v20190102142454}}.    Is shown before the module is required.     Test and other information can be found at:  https://github.com/<USER>titanium_mobile_windows/pull/1334    *Test Environment*    """	0.9869011	
TIMOB-26699	TIMOB	Epic	"""Windows: Runtime Performance Improvement"""	"""""""Peformance has been the issue on Windows for a long time. From what I observed, some basic JavaScript operations (like calling constructor, accessing properties and functions) against Titanium proxy objects are simply slow. For instance, creating 200 proxy objects on Windows (Titanium 7.4.0.GA) takes about 2 seconds on Windows locally for me.        We might be able to """"""""gradually"""""""" improve performance by fixing following areas:    * UI rendering engine ... I expect there could be some redundant rendering calls that can be optimized.  * Optimize WinRT API call ... Passing WinRT boundaries are horribly slow. We want to eliminate the calls as much as we can  * HAL ... It is heavy weight framework that is not quite efficient. We might be able to make it more lightweight.  """""""		0.9866237	
TIMOB-24774	TIMOB	New Feature	"""iOS 11: Add support for drag-and-drop"""	"""""""iOS 11 offers a native way to drag-and-drop items between views and even apps. The {{UIDragSession}} protocol is responsible for it and manages item in the {{UIDragItem}} class. """""""	"""As concluded in the engineering-week, we will try to either make this cross-platform (at least iOS/Android) or as a separate module. In both cases, an API-design will be required before implementing the new functionality to ensure API-parity from the beginning."" [SEP] ""Please use [this wiki-page|https://wiki.<USER>org/display/pe/iOS+11%3A+Drag+and+Drop+API+Design] to understand how we will structure this new API."" [SEP] ""New module ready (thanks to [~<USER>!): https://github.com/<USER>modules/ti.dragdrop"" [SEP] ""Closed as completed. If this is in error, please reopen."""	0.9865661	
TIMOB-24644	TIMOB	Story	"""Windows: Decouple Hyperloop logic and Ti SDK"""	"""""""Currently Hyperloop for Windows is highly coupled with Titanium SDK even after we modularize Hyperloop (TIMOB-24093). For instance, some Hyperloop-related code generation logic and templates are done in Titanium SDK. This situation is not ideal and we want to move all Hyperloop-related logic to Hyperloop module itself, that way we can update Hyperloop _without_ updating Titanium SDK.    For now I can find following parts that can be decoupled with Titanium SDK    - TItaniumWindows_Hyperloop code generation  - Hyperloop event handling code generation    We want to move these logic to Hyperloop plugin.  """""""	"""https://github.com/<USER>titanium_mobile_windows/pull/996  https://github.com/<USER>hyperloop.next/pull/174"""	0.9862222	
TIMOB-25642	TIMOB	Story	"""Discussion: Allow native modules to be included without compiling them"""	"""""""This is open for discussion: Some other frameworks allow developers to use their native modules without compiling them before. While this decreases the speed of clean builds, it gives the huge advantage of not needing to recompile native modules if a new V8 version comes out, since it's tied to the V8 version of the SDK.    From a technical perspective, we would then compile native modules on the fly and store a reference of them for recurring builds. Even if we decide to not do this, it could be realized without too much effort by using a hook that scans the modules/ directory for uncompiled modules, builds them with the existing utility and links it to the app like before.    Thoughts welcome!"""""""	"""I'm all for this!    My initial instinct is to treat modules like we do Watch apps and copy the targets from the module's Xcode project into the generated Titanium app's Xcode project, then set up the dependencies. This will allow us to continue to call {{xcodebuild}} a single time and let Xcode manage the derived data. This will also allow us, in theory, to be able to open the generated Xcode project and interactively debug modules with ease.    Implementing this in the current Titanium iOS build is possible, but tricky. The code that does the differential builds is delicate to say the least. I'm sure there's code in a few places that carefully handles iOS extension and Watch app projects.    Since we need to a way to distinguish which modules in the {{<project-dir>/modules/ios}} should use the pre-compiled version or merge into the generated Xcode project, we need to add a new attribute to the {{<module>}} tag in the {{tiapp.xml}}. Not sure the name, but maybe {{compile=""""true""""}} or {{embed=""""true""""}}. FY"	0.9861421	
TIMOB-26224	TIMOB	Improvement	"""Android: Modify """"OptionDialog"""" to display a list of normal buttons"""	"""""""*Summary:*  The {{Ti.UI.OptionDialog}} currently displays a vertical list of radio buttons, but none of the radio buttons are ever enabled if property {{selectedIndex}} is not set. This is not a good interface. Especially if the {{buttonNames}} property is not set as well.    It would be better to display a vertical list of normal button like how it works on iOS.        We should only use radio buttons if the {{buttonNames}} property is also set. In which case, tapping a radio button should not automatically close the dialog. Doing it this way, we'll be following Google's material design guideline here...  https://material.io/design/components/dialogs.html#usage  """""""		0.9856802	
TIMOB-27181	TIMOB	Improvement	"""CLI: add ability to install native modules via npm"""	"""""""Related to TIMOB-26352 because both would take advantage of npm and node_modules in the root directory of the project.       Specifically for native modules, the directories would not get copied to Resources directory like normal commonjs Titanium packages but would instead get """"""""installed"""""""" by copying to the modules directory and modifying the {{tiapp.xml file}} to add those modules to the app.    One way of doing this would be to add a """"""""titanium"""""""" property to the {{package.json}} of the npm package that contains the native modules.      Possibly something like this:                """""""	"""As you're now aware, we already have this done: https://github.com/<USER>node-appc/pull/148      The larger issues that we don't have tickets for:  - I limited it to only scan top-level modules, not nested to try and avoid native module collisions. native modules are """"singletons"""" - you can't make use of multiple versions of the same module. I don't know that our tooling will see that and enforce it especially when looking at an app that may have multiple installs under the node_modules folder  - We do not yet publish any of our native modules to npm. We need to modify our Jenkins builds to support it  - When we do publish them, should we do so under a scoped name like `@titanium`, `@<USER>, `@<USER>modules`?  - There's duplication of effort on the user's point in that just installing a native module through npm does not modify the tiapp.xml for them - they need to add it there themselves and make sure the versions match up. Maybe we can do some magic in some npm script hook that'd run post install and do i"	0.98545545	
TIMOB-25787	TIMOB	Story	"""Windows: Instance properties can be called without object instance"""	"""""""Some Titanium APIs can be invoked without an object instance existing.        This is a basic design issue in HAL, it basically doesn't distinguish between static property and instance property and there's no way to define """"""""instance only"""""""" property - [TIMOB-18681]"""""""		0.98542863	
TIMOB-25953	TIMOB	New Feature	"""Android: Add """"Ti.UI.TabbedBar"""" support"""	"""""""*Summary:*  Currently, Titanium's {{TabbedBar}} feature is iOS only. We should add support on Android for parity.    This would also be a solution for developers who want to see tabs at the bottom of the Android screen, such as how it works on iOS. The {{TabbedBar}} can be used in conjunction with a {{ScrollableView}} with scrolling disabled to have the same effect as a {{TabGroup}}.    *Recommended Solution:*  Use the Google """"""""design"""""""" support library's {{TabLayout}} class which only shows tabs.  https://developer.android.com/reference/android/support/design/widget/TabLayout.html  https://material.io/guidelines/components/tabs.html#tabs-usage    Alternatively, use the Java {{TabHost}} class. The {{TabHost}} content area for the tabbed view can be set with a zero height so that only the tab bar is shown.  https://developer.android.com/reference/android/widget/TabHost.html    The iOS {{Ti.UI.TabbedGrouped}} is currently flagged deprecated. We should un-deprecate it and make the {{Ti.UI.iOS.TabbedGroup}} deprecated instead.  https://docs.<USER>com/platform/latest/#!/api/Titanium.UI.TabbedBar  https://docs.<USER>com/platform/latest/#!/api/Titanium.UI.iOS.TabbedBar    *Future:*  Google's material design guidelines suggests that you use a {{BottomNavigationView}} if the tabbed bar is shown at the bottom of the screen. It doesn't show an underline for tab selection and instead highlights the text and image. Unfortunately, this solution has a limit on how many tabs can be shown. It doesn't support horizontal scrolling. Perhaps this should be a style setting upon {{TabbedBar}} creation that can be implemented later?  https://developer.android.com/reference/android/support/design/widget/BottomNavigationView.html  https://material.io/guidelines/components/bottom-navigation.html  """""""	"""PR: https://github.com/<USER>titanium_mobile/pull/10286"" [SEP] ""Very excited about this thank you. I am an iOS focussed dev who is wanting to transition my apps to support Android. Parity in Ti of bottom aligned TabGroups across Android / iOS will be super helpful."" [SEP] ""Very sorry to see this moved. Hope the priority can be increased on this."" [SEP] ""[~<USER>, for 7.5.0 (due to time constraints) we're going to focus on improving {{TabGroup}} instead. This includes add a bottom tabs style to it.  Please see: [TIMOB-26354]"" [SEP] ""FR Passed.  Waiting for build issues to be fixed to merge."" [SEP] ""Thanks for taking this into 8.0.0!"" [SEP] ""FR Passed.  PR Merged."" [SEP] ""*Closing ticket.*    The feature is present in SDK:    """	0.9853285	
TIMOB-27129	TIMOB	Improvement	"""Migrate unit testing suite to Karma and stock mocha/should.js"""	"""""""Our [titanium-mobile-mocha-suite|https://github.com/<USER>titanium-mobile-mocha-suite] is currently using a lot of custom tooling to get unit testing to work. This includes custom versions of mocha, reporters and assertion libraries. With our latest efforts to make our runtime more node compatible and the new [karma-titanium-launcher|https://github.com/<USER>karma-titanium-launcher] we can move away from custom built testing tools and use the stock version as is.    This requires a migration of our unit testing suite to use Karma and would need the following changes:  - Add Karma and the required plugins for mocha and should.js  - Apply required changes to the test files so they are compatible with Karma  - Modify the existing [test.js|https://github.com/<USER>titanium-mobile-mocha-suite/blob/master/scripts/test.js] to let Karma handle the whole unit testing <USER>  - Adopt the existing customizations made to mocha and should.js and apply them to the Karma environment"""""""		0.98525107	
