issue_key	project	issue_type	summary	description	comments	design_prob	Label
FAB-16181	FAB	Sub-task	"""Define a strategy for changes in validation that need capability checks"""	"""""""Any changes to the validator component that alter its behaviour must be gated by capabilities. There are currently 3 approaches on the table  # fork the validator and use the appropriate one given the capability  # maintain if/then/else switches that consider the capability  # use function pointers    All have their shortcomings, and fabric has adopted all of them inconsistently in different components. We must design a proper approach to handle this and use it throughout."""""""	"""[~<USER> I think we concluded that forking is acceptable for large validation refactorings, while we can use if/then for very small changes.   Many people have difficulty reading function pointer code, so in my opinion its not a good choice for the most critical piece of code in an open source project."""	0.9913368	
FAB-15711	FAB	Story	"""Allow the orderer to Join channels"""	"""""""This story is dedicated to the functionality of joining channels using the channel participation API.    If the orderer does not have a system channel defined, it should be able to join application channels.    If the orderer does have a system channel defined, it should not be able to join any other channels.    If the orderer does not have any channels defined, it should be able to join any channel, including the system channel.    The orderer should be able to join as a cluster member (included in the consenters set) or as a follower (not included in the consenters set).  The orderer should allow a transition from a cluster follower to a cluster member and vise-versa."""""""		0.99133587	
FAB-16182	FAB	Story	"""Improve validation flow: Simplify dependency on CollectionStore in gossip"""	"""""""We don't use CollectionStore anywhere else besides in the Puller/Fetcher and for getting AccessPolicies for determining ineligibility. Lets break up CollectionStore into two interfaces, one for providing a SimpleCollection and one that SimpleCollection will implement similar to the existing CollectionStore interface. We can also rename CollectionStore since it's not reflective of what the interface is used for."""""""	"""After some discussion with [~<USER> we've decided that this work is too much effort and not required for the validation path refactor to do at this moment. Throwing this back in the backlog to address in the future. Some considerations we talked about were that we want to pass around a real SimpleCollectionStore that wraps the QueryExecutorFactory, ChaincodeInfoProvider, and IdentityDeserializerFactory, but all of the existing tests in coordinator and puller are reliant on mocking the CollectionStore interface. Making any minor changes to the interface or pulling anything into a real breaks the entire structure of how the tests are organized right now and refactoring the tests has become a large scale endeavor."" [SEP] ""Some initial attempts in [https://gerrit.hyperledger.org/r/c/fabric/+/32861/1] and [https://gerrit.hyperledger.org/r/c/fabric/+/32854/1]"""	0.991089	
FAB-17160	FAB	Story	"""As a fabric deployer, I want to avoid any docker requirements in my deployment"""	"""""""With the introduction of external builders, docker should no longer be necessary.    To ensure that's true and that it remains the case, implement an integration test that explicitly removes any docker configuration from the peer and uses the binary builder in our integration tests to run an end-to-end scenario."""""""	"""when peer starts, we still have Docker setups in place, and we do fall back to Docker build when external builders are not available (or error out?).    do we want to change that behavior to """"if {{vm}} is not specified, disable docker completely""""?"" [SEP] ""[https://github.com/hyperledger/fabric/pull/384]"""	0.9910313	
FAB-15630	FAB	Story	"""In the CC2CC scenario, provide a method for the callee CC to obtain the caller CC's name, similar to Eth's msg.sender"""	"""""""In many CC2CC scenarios, the callee needs to know and verify the caller's information. For example, in the implementation scenario of an oracle, the oracle CC accepts calls from the business CC and writes the URL access results back to the business contract in a callback. In the callback function, the business CC only trusts callbacks from the oracle CC.  At the moment, due to the lack of the ability to obtain the caller's information, the oracle logic can only be placed in the same CC as a function library . Such an implementation brings troubles in the monitoring and processing of business events and oracle events."""""""		0.9909473	
FAB-17043	FAB	Documentation	"""Add performance measuring strategy to Documentation"""	"""""""Add an overview of a performance measurement strategy and point to https://hyperledger.github.io/caliper-benchmarks/content/fabric-performance/approach/"""""""	"""On the doc work group call this morning we talked about how we could best do this:   # Concepts, Tasks and Reference as framework. Useful concept material can be in Fabric Docs.  Reference should refer  to Fabric Performance Site.  Thoughts required on Task material – i.e. how to use.   # Wait for 2.0 and RAFT to document work as best advise.   # Q1 timeframe for new Performance topic."""	0.99094325	
FAB-16381	FAB	Task	"""Health check mechanisam to verify for the active containers in PTE"""	"""""""Add a health check mechanism in PTE to check the active status of the containers.  Existing PTE long run tests, keeps sending traffic to the end points irrespective of the status of the containers. Take an example of 12 hr long run test,    After 1-2 hrs if the containers are stopped/crashed, then the PTE keeps sending the transactions till 12 hrs. This approach consumes system resources unnecessarily till the completion of the test. Instead of that, if we implement a mechanism of checking the health of the docker containers frequently while the test is running."""""""	"""This is what I am thinking to implement this task in PTE.    While the PTE is client is sending transactions to the network, we have to launch an another thread to perform health check (Check whether the containers are up and running or not with for every 15 to 30 mins interval). This thread has to stop the running PTE client.    The above step avoids sending false transactions to the network even though the network is not ready to accept the transactions. This avoids unnecessary billing when running network on a cloud instances where every sec is important from billing POV.    cc [~<USER> [~<USER>"" [SEP] ""Implementation would be complicated, depending on usecase. Cost savings not significant."""	0.9907398	
FAB-15011	FAB	Documentation	"""Augment Raft leader election section to include how and when new leader elected"""	"""""""Noticed that the section on leader election for Raft does not indicate that leader election happens periodically and can be configured. Important to know so that people understand that ordering service cannot be easily compromised.         https://hyperledger-fabric.readthedocs.io/en/release-1.4/orderer/ordering_service.html#how-leader-election-works-in-raft"""""""	"""At least in the v1.4.1 implementation of Raft, we have no notion of leader 'spinning' or similar.  Leader election happens per the standard etcdraft protocols, and leader is changed proactively only for safety during reconfiguration."""	0.9907355	
FAB-18048	FAB	Story	"""Implement function for adding/removing consenters from an etcdraft orderer configuration"""	"""""""As a consumer of the fabric config API, I would like to call a function for quickly adding or removing consenters from the consenter set of an etcdraft orderer configuration. Currently this is already achievable via fetching the entire orderer configuration and setting a new orderer configuration with the consenters updated, but the addition of these API functions will reduce the need for overriding the entire orderer configuration. Note: removal should match all 4 fields (host port and both certs) to be safe.    *Acceptance*    I can call functions to add and remove consenters from an etcdraft orderer configuration similar to how I can do so for orderer endpoints of an orderer org and anchor peers of application orgs."""""""	"""[https://github.com/hyperledger/fabric-config/pull/32]"""	0.9907232	
FAB-14799	FAB	Sub-task	"""Add metrics to indicate active nodes for raft"""	"""""""This task is to add a metrics {{ActiveNodes}} to indicate number of active nodes from leader's pov.    This info is available on leader *only*, but we could disseminate it to followers by piggybacking heartbeat messages (in its context field).    This is particularly useful in a multi-org setup, where Prometheus server in leader org is not always accessible for other orgs. Another benefit is that operators don't need to identify leader before gathering this metrics.    Note that if a node is partitioned, this metrics should be cleared, as it doesn't make any sense. This can be done if node starts election (becomes candidate).    However it does involve adding protobuf message in an extensible way. Design decision at this point of release is scary.    My suggestion is to add this metrics to leader only, and we could always extend it to be shown on followers without breaking compatibility.    pls chime in [~<USER> [~<USER> [~<USER>"""""""	"""I think that adding it to the leader is not that intrusive, but we shouldn't piggyback this into the heart-beats. "" [SEP] ""[~<USER> How would you ultimately address the need for multiple orgs to monitor Raft health without either a) requiring that the orderer operations endpoint be opened across orgs b) that the prometheus server scraping the endpoint be opened across orgs?"" [SEP] ""they can either look at the logs, and we do log there errors and warnings, or we can add metrics for transmission errors... what do you say? "" [SEP] ""I might have missed something but the last time around we were discussing about this there was no reliable way of figuring out the number of active nodes. Do we plan on using the heartbeats from followers at the leader for this? I believe [~<USER> had some problem with this approach back then.      Also, I am curious about why just knowing about the leader is not enough from an operations standpoint? If an admin observes that the cluster is leaderless for a long time (we can do so by"	0.9906901	
FAB-14235	FAB	Test Task	"""4. Raft Stress and Robustness - Send blasts of transactions to orderers, sometimes while restarting orderers (maybe create thundering herd scenario)"""	"""""""With several tests in 1.4, we have run traffic with over 100 threads to generate simultaneous burst of messages at the start of large traffic tests - with many orderers and with many channels. So this has been tested to some degree already.    The restarts test FAB-14220 stopped and restarted multiple orderers at once, causing leader changes, with traffic running. Once the channel reelected a leader, all the orderers were able to start handling transactions again. The PTE-generated traffic resumed simultaneously. These transactions included some already endorsed, and then others would follow soon on the numerous threads concurrently after those inflight transactions were broadcast to the orderers.    To really generate a more extreme burst of transactions to an orderer as soon as it recovers, or to all orderers as soon as a leader is elected in a channel, we could try these ideas:   * use PTE - but only after we modify it to queue up multiple transactions per thread that are NACKed by orderers (because of lack of leader - or maybe even also those that were dropped, for which we simply did not receive events) and continually reattempt to resend all of them. Is this feasible?   * use OTE (FAB-14232) - but only after we modify it to continue to send heavy stream of endorsed transactions with no hesitation even when transactions are NACKed by orderers   * use HFRD (FAB-14231), since it uses lots of threads naturally, with enough peers to share the endorsement load, and blast the orderers with traffic; possibly restart a leader and/or other orderers to test recovery and stability"""""""	"""Logistics of doing this requires manipulating test environment.    Live network applications would require connections to be established and message acknowledgements."""	0.99060106	
FAB-17033	FAB	Story	"""Compare readset values during commitment"""	"""""""As a user  I want a transaction to be invalidated if an endorsing peer has tampered read set  So that tampered data is not propagated among other peers         The read set contains only the keys and the versions of the data read during chaincode execution. Thus if the world state of let's say single endorsing peer was tampered, all peers will commit an updated invalid value. On the other hand, if along with the versions there were values in the readset, the peers could compare them with their own and discard a transaction if needed.    the use case is well described in the article     [https://medium.com/@kctheservant/exploring-the-behaviour-of-hyperledger-fabric-when-world-state-is-tampered-764676fe90f2]"""""""	"""Please let me know what you think!     "" [SEP] ""The entire point of requiring endorsements from multiple organizations is to ensure that one bad peer cannot cause these types of problems.  If the design above were implemented, the result would be a fork on the 'bad' peer that would only continue the problem.  Closing."""	0.9905137	
FAB-16023	FAB	Story	"""Improve validation flow: Utilize tx processors based on transaction type"""	"""""""Determine which tx processor to use based on tx header and capabilities check. Config tx processor already exists, we'll need to refactor this to implement the new TxProcessor interface proposed in [https://docs.google.com/document/d/1BBVA8u-GJ99ZYRT015PAnMVK4_pKv53Y-kiP9lZX8Gc/edit#]    We probably want to create a new package `txprocessors` that contains the tx processor implementations for config and endorser transactions and any new tx processors we may support in the future (ie token)"""""""		0.9904633	
FAB-15366	FAB	Story	"""As a go chaincode developer, I want to free myself from the go-logging dependency in shim"""	"""""""The chaincode shim includes a number of logging operations that do nothing more than write to stderr. The implementation of these logging interfaces is based on op/go-logging - the library we removed from the fabric core in 1.3.    Removing the logging interfaces from the shim would allow us to stop carrying the op-logging dependency and make clear our position that logging from chaincode is the responsibility of a chaincode developer and that there's no magic integration between chaincode and the peer.    This would also allow us to remove additional viper dependencies in the code base.    Chaincode developers that use the logging interfaces would need to adopt their own logging facade and direct output to stdout or stderr as appropriate."""""""	"""[~<USER> Can you also update the logging doc:    [https://hyperledger-fabric.readthedocs.io/en/latest/logging-control.html#go-chaincodes]    [https://hyperledger-fabric.readthedocs.io/en/latest/logging-control.html#api]     """	0.9902975	
FAB-18065	FAB	Sub-task	"""Move follower to orderer/common"""	"""""""Following code review, it was decided to move the """"""""follower"""""""" package from orderer/consensus/follower to orderer/common/follower.    The follower.Chain no longer implements consenus.Chain and is not treated as a consensus plug-in.    Instead of a consensus.Consenter implemeting `JoinChain`, the registrar creates a follower.Chain and saves it in a separate map from consensus.Chain   implementations. Since the follower is not in the chains map of the registrar, it is not found by broadcast requests until it turns into an etcdraft.Chain.    Interface consensus.Consenter now defines a new interface `IsChannelMember` that allows the registrar to detect whether a join-block implies the orderer   is a member or follower of the channel."""""""		0.9902947	
FAB-15041	FAB	Story	"""Kafka to Raft consensus-type migration"""	"""""""Migrate an existing kafka-based ordering service to a raft-based ordering service.      This epic includes:   * Design & implement the mechanism in the orderer node   * Provide tools that automate the process   * Provide documentation and guidelines    Design document: [Google Drive|https://docs.google.com/document/d/1I7zWBomEPsgxgDYiYwE7ZPaT_Htll996nM2Y5A4xY-8/edit?usp=sharing], or see attached PDF.    Revised design of previous task: https://jira.hyperledger.org/browse/FAB-12777"""""""	"""Is there any design spec or workflow for this new mechanism?    Seems different from https://jira.hyperledger.org/browse/FAB-12777."" [SEP] ""[~<USER> A design document was added."" [SEP] ""[~tock], thanks, will review it!"" [SEP] ""[~<USER> Can you please go through the remaining subtasks and split out the ones that still need to be done so we can get this story closed?    Looks like two are in progress without commits...    Thanks."" [SEP] ""I think 3 remaining tasks in this story are low priority and should not block release."" [SEP] ""I agree with [~<USER>."" [SEP] ""Agreed -- I've converted these to tasks/stories and put them into the backlog."""	0.99027646	
FAB-18070	FAB	Sub-task	"""Refactor follower to get rid of the """"support"""" pattern"""	"""""""Avoid using the """"""""support"""""""" pattern with the follower. That is, do not pass a monolithic structure that embeds all the dependencies of the follower. Instead, pass dependencies as concrete types that implement interfaces that the follower needs.         Some methods that are needed by both the follower and consensus.Chains are promoted from `ChainSupport` to `ledgerResources` along with respective tests."""""""		0.99024475	
FAB-16768	FAB	Task	"""PTE should enroll admins with CAs from connprofiles and use for admin actions"""	"""""""PTE should create/enroll admins for peer orgs and orderer orgs with CA(s) listed in the connprofile, and use those admins to join peers or submit config updates, etc.    This builds upon but is lower priority than fab-15393 for invokes/queries, since we could continue with current operation for now, and expect customers to have created their network peers, channels, instantiated chaincodes, etc. And this is more complicated because we may want to use separate admins for each org."""""""	"""Let's work on this for 2.0 timeframe.     PTE currently enrolls admin user and uses it for all config updates - as well as transaction proposals which normally would be done by a client user. Since our automation suites set our own policies, we can get away with continuing to use admin user for everything. But this should be fixed, to use correct type of user. This would allow others to use PTE for testing their own networks and policies."""	0.99019027	
FAB-17633	FAB	Task	"""Document Tests in a README"""	"""""""In `./tools/PTE/CITests` we have a README that lists our test tasks. After speaking with Rob, we should replicate this in the root of `./system_test (./regression)` and it should include a list of each of our tests, a very, very brief description of the test and a link to the README for each of our tests.    With that being said, each test should also include a README describing the test scenario and the topology of the test network.    This will help developers identify tests they want to target when they want to test something related to changes they've made.    All future tests will need to include an update to the global README and the README specific to the scenario"""""""		0.9901652	
FAB-15350	FAB	Epic	"""Add Verifiable Random Functions(VRF) Into Ordering Service to Support Large-scale Consensus Network"""	"""""""Add VRF(Verifiable Random Functions) Into Ordering Service to Support Large-scale COnsensus NetWork.    Now, Fabric has cft(crash fault tolerant) algorithm to do consensus, like Kafka based ordering service and etcd/raft based ordering service. In the feature, the bft algorithm will be used in the orderinng service. So If we have 100 ordering service ,maybe the network will become terrible. Using  VRF to  solve the network's scale problem maybe a good idea."""""""	"""I assume this was inspired by the Algorand paper.    I don't see any value of adding a VRF to the code base before we know that the Byzantine tolerant consensus algorithm actually chooses committees in a random manner.    Some Byzantine tolerant consensus algorithms don't choose committees, but instead they just either rotate leaders, or just do other stuff that doesn't use provable randomness.    If I recall correctly [from the paper|https://people.csail.mit.edu/nickolai/papers/gilad-algorand-eprint.pdf], committee selection when the number of nodes is low (a few hundreds) can tolerate a small ratio of byzantine nodes. Even with a committee of 500 nodes, the percentage of honest nodes is 90%, which in your example would lead to impractical assumptions.         !Screenshot from 2019-05-06 00-40-44.png!     So, clearly - using committee selection is good for large networks with thousands of nodes, and I don't think we'll have a Byzantine ordering service oriented for large networks in the near future.    La"	0.9901039	
FAB-14504	FAB	Test Task	"""Basic functionality on minimal HW and network configuration with 1 raft orderer, 1 or 2 peers, 1 channel and chaincode"""	"""""""Define a minimal hardware configuration in a k8s cluster. For example, we could obtain a small free cluster from the IBM Cloud Kubernetes Service (IKS). It could contain only a single VM host; set it up with one raft orderer, 1 or 2 peers, 1 CA server, 1 channel and 1 chaincode, with a small payload.    Ensure it can process transactions. Even 1 (or a few) per minute would be sufficient, like a user manually invoking their chaincode via UI.    Possible variation, stretch goal: Increase network size to 3 raft orderers, and 2 peers in separate orgs, and send transactions.    Stretch goal: Using HFRD, starting at a low rate, such as 0.1 tps, ramp up the traffic rate to determine the transactions per second (tps) it can handle successfully, until transactions get dropped or other troubles are encountered. (Raft does not guarantee the delivery of all transactions it receives, so the client user will need to register with a peer for block event notification.)"""""""		0.9901011	
FAB-16108	FAB	Story	"""As a fabric developer, I need a way to stop chaincodes built and launched by the externalbuilder"""	"""""""This is currently ill defined, and we may decide that it is invalid.  Still, with existing chaincodes, particularly the docker ones, it is possible to stop a chaincode.  This is useful in integration style tests, and, would be nice to have for when a chaincode is no longer referenced in any channels, we could automatically stop it to conserve resources.  For this latter bit, we have seen users who deploy many iterations of a chaincode in development, and resource exhaust their machines as all copies remain running."""""""	"""Split this apart.    1. Implement stop for the external builder  2. Automatically call stop when a chaincode is no longer referenced."" [SEP] ""Stop already exists on the interface and simply needs to be implemented.     The implementation should follow the """"normal"""" procedures we're used to in container land:  1. SIGTERM to notify the process it should terminate  2. Wait for some (small) period of time for the process to do what it needs to do  3. SIGKILL the process if hasn't exited already."" [SEP] ""Looks like implementing this requires a change from _running_ commands to _starting_ commands."" [SEP] ""remote:   https://gerrit.hyperledger.org/r/c/fabric/+/34413 Break out small functions and add godoc  remote:   https://gerrit.hyperledger.org/r/c/fabric/+/34384 Minor cleanup of externalbuilders_test.go  remote:   https://gerrit.hyperledger.org/r/c/fabric/+/34385 Minor restructure of externalbuilders  remote:   https://gerrit.hyperledger.org/r/c/fabric/+/34386 Implement a session handle to running processes  r"	0.99003285	
FAB-16971	FAB	Story	"""Security Event Logging"""	"""""""  1) We'd like to understand whether Fabric applications currently produce any of the below event logs and what these are.     (appreciate that not every one of these will be universally applicable to Fabric constituents)    * Privileged user commands and activities  * Security and audit policy changes  * User logon failure  * User logon success  * Service account logon failure  * Service account logon success  * User or group added  * User or group deleted  * User or group modified  * User password change  * User role modified  * Concurrent user sessions  * Persistent user session  * Unauthorised activity attempt  * Unauthorised data modification / modification attempt  * System time change    2) Then more generically, is there a class of security events that may be deemed 'suspicious' that any of the Fabric constituents currently produce?    """""""	"""As a bit of pre-amble, Fabric logging is not considered to be a stable API. All log messages emitted are subject to change, and although we endeavor not to modify logging formats indiscriminately and without purpose, log messages could be changed in severity, grammar, or structure to improve usability.    As a longer term goal of Fabric, it would be great to move towards a more structured logging format, though I don't think we're there yet.    So, any 'logging events' published by Fabric should only be considered stable down to the Fabric patch level.    That being said, allow me to do a quick first pass on what you've requested.  {quote}User or group added   User or group deleted   User or group modified   User password change   User role modified  {quote}  These would be fabric-CA related.  {quote}Concurrent user sessions   Persistent user session  {quote}  Although Fabric doesn't really do 'sessions', it's typical for a user to be making multiple authenticated calls (some of which are long lived) at any "	0.98994887	
FAB-17890	FAB	Sub-task	"""Allow the Registrar to provide extended state info on a single channel"""	"""""""Implement the ChannelInfo(..) method in the registrar that looks up a channel in the chains map and reports extended information on its status. For this end we have to introduce the follower.Chain and augment existing cluster type chains with means of reporting their status.    - Introduce the skeleton a new type of consensus.Chain implementation: follower.Chain. This will be created and run when the orderer is required to follow the cluster and pull blocks from other orderers.  - The plan (for future commits) is for the follower.Chain to trigger the creation of an etcdraft.Chain when it discovers the orderer was     added to the cluster, and vise versa; the etcdraft.Chain will replace itself with a follower.Chain when the orderer is removed from the cluster.  - Introduce a new interface that cluster-type chains implement, that allows them to report there relation to the cluster and there status. This is done because the registrar is not aware of the exact type of the chains it is keeping. The registrar cannot reflect on the type as well, as this will cause an import cycle (due to the etcdraft package importing multichannel).  """""""		0.98983884	
FAB-15841	FAB	Epic	"""Release 1.4.2 regression system test"""	"""""""Manually run a set of system traffic load tests against v1.4.2 in a k8s cluster; select a good cross section covering a variety of functionalities and capabilities. These tests will become part of our Release Test Suite, to be automated in subsequent weeks for future releases.    Background: Many existing system tests use NL to launch network using docker on single host machine (so the existing CI can use them), PTE to drive traffic load of various type, gather report file, and tear down the network. Some tests cannot be run this way, as they require more machine resources and/or monitoring and validation; instead, they can be run in k8s cluster of machines with more CPU and RAM resources."""""""		0.9897103	
FAB-17218	FAB	Documentation	"""Regarding para 1.3 and mention of BFT consensus protocol"""	"""""""In para 1.3,it is mentioned    """""""" By relying on the identities of the participants, a permissioned blockchain can use more traditional crash fault tolerant (CFT) or byzantine fault tolerant (BFT) consensus protocols that do not require costly mining.""""""""    While ideally it should read    """"""""By relying on the identities of the participants, a permissioned blockchain can use more traditional crash fault tolerant (CFT) that does not require costly mining instead of  byzantine fault tolerant (BFT) consensus protocols which may suit multi-party permission-less use case"""""""""""""""		0.9896316	
