issue_key	project	issue_type	summary	description	comments	design_prob	Label
NEXUS-12688	NEXUS	Improvement	"""feature to always prevent mapping external LDAP groups into local or externally defined user accounts"""	"""""""I would like external ldap mapping roles not assignable to users, as the mapping should be done by ldap groups. Unfortunately Nexus 3 does not have this restriction.    In Nexus 3, I can assign an externally mapped role to a ldap user,  overruling whatever I specified in the LDAP. This can make it very confusing.    h4. Summary    Provide a feature to always prevent mapping external LDAP groups into local or externally defined user accounts."""""""	"""Historically this mapping of external LDAP groups into externally mapped LDAP users has been possible in all versions of Nexus.    Since enforcing restrictions on both Nexus administration and LDAP administration is possible by standard security best practice, and changing the current behaviour would introduce regressions to existing behaviour, we have no plans to change this in product.    This was the first and only request for such a feature. """	0.99003184	
NEXUS-10805	NEXUS	Improvement	"""Staging Rule - Uniqueness Check That Allows Identical Duplicates"""	"""""""I would like to ask if it was possible to add another staging rule, that would work very similarly to the standard uniqueness check (that prevents closing/promoting staging profile if the artifact is already in the system), however it would not fail if the artifact was already present in the system but was binary equal.     This would enable possibility of deployment of multiple projects, that share dependency on identical common artifacts (it is not always possible to make separate repository with the shared content).  """""""	"""    bq. however it would not fail if the artifact was already present in the system but was binary equal.    I don't understand your requirements. According to Maven, a component is 'equal' if the coordinates are the same.    Please elaborate - are you saying you want a rule that ignores coordinates of staged artifacts and released artifacts and instead looks for components that match the checksum of staged components?"" [SEP] ""Hi <USER> that is right. One GAV should mean one binary content. Unfortunately we are not able to enforce this standard using Nexus.     We sometimes need to work with several product versions in staging suite, that contain dependency on a common artifact. We need the  artifact to appear in the target repository group. However with the current uniqueness check we can only enable the first promotion of the common artifact while all other cases would fail - the artifact is already in the system.    If we remove the common artifact from the second, third etc. staging repository, they can "	0.9899811	
NEXUS-14214	NEXUS	Improvement	"""/service/metrics/ping and healthcheck shouldn't require authentication"""	"""""""Nexus offers 4 metrics endpoints:   * \{host:port}/service/metrics/healthcheck   * \{host:port}/service/metrics/data   * \{host:port}/service/metrics/ping   * \{host:port}/service/metrics/threads    While it is arguable that data & threads should need protection, ping & healtcheck surely don't.  At the moment, user authentcation is required to query these endpoints, it would be great if this was not needed, it would simplify configuration in monitoring & load-balancing system."""""""	"""See here:         [https://support.sonatype.com/hc/en-us/articles/226254487-Nexus-3-Server-Metrics-and-Health-Information]"""	0.9899289	
NEXUS-9531	NEXUS	Improvement	"""NuGet local repositories should support API Search() by targetFramework"""	"""""""Work on NEXUS-6158 has been focused on solving the immediate issue of broken builds caused by lack of support for the targetFramework attribute. This issue represents the remainder of the work no longer encompassed by that issue, including:    1. Capture of targetFramework attributes for hosted repos in a way that they can be easily used in queries from the Search() API endpoint. This should likely entail consideration of how to represent compatible targetFramework versions per the NuGet specification as part of the data model.    2. Implementation of the Search() api method's targetFramework query parameter in a way consistent with the NuGet specification, including the aforementioned issues of determining compatible targetFrameworks.    3. As we're not capturing this information yet in searchable form, we may need to implement a means of migrating data from the dependencies attribute (now containing the targetFramework data in the format expected by NuGet) to the new targetFrameworks attribute we'll need to use for searching. If we don't do something, users that start utilizing NuGet hosted following NEXUS-6158 will end up with gaps in returned results (or they'll have to redeploy their artifacts to pick up these changes, which may or may not appear unseemly).  """""""		0.98981804	
NEXUS-23644	NEXUS	Improvement	"""Content selectors by tag"""	"""""""As a user of content selectors, I'd like to be able to include tag == <tag> in my CSEL queries.    This ticket is to gauge interest and understand use cases.  Please vote if this interests your company."""""""	"""Any use case information is welcome.  I envisioned: 1) less compexity 2) multiple repos in a single assignment 3) multiple formats in a single assignment.  These are all varients on the same theme, I think."" [SEP] ""My thoughts are that this would provide a useful method for promoting assets through whatever testing/staging/production environments exist solely by updating a tag rather than moving an asset around multiple repositories."""	0.9896975	
NEXUS-9101	NEXUS	Improvement	"""Apply Codahale metrics to Facets"""	"""""""There's a limitation in codahale's guice integration that restricts the use of @Timed (and related) annotations to plain components. It won't instrument assisted-inject factories.    As a result, we can't use Codahale annotations for facet methods, which is big limitation given NX3's repository architecture."""""""	"""[~<USER> wondered if the actual issue was that facets aren't singletons; they're not assisted-inject, only the repo is."""	0.98963404	
NEXUS-19583	NEXUS	Improvement	"""Make it possible to enforce that only staging operations can promote release artifacts"""	"""""""A staging move operation requires the following privileges:     * """"""""nx-repository-view-<repo-format>-<repoId>-delete"""""""" privilege in the source repository   * """"""""nx-repository-view-<repo-format>-<repoId>-add"""""""" privilege in the destination repository    So a user that can perform the staging operation implicitly has to have write access to the target repository.  This is not desirable.  It should be possible to enforce that users must use staging to move artifacts into the target repository.  Without this, it is possible for users making deployments to bypass the staging workflows set up by companies.    Note that NEXUS-18917 is related to this request.  """""""	"""This functionality is needed by our company to ensure that proper promotions take place."" [SEP] ""Would definitely like this feature. Without this, a """"prod"""" repo is just like any other repo in Nexus whether it's dev, QA, etc. A user can bypass workflows and upload directly to the """"prod"""" repo. Not great for audit and compliance as well."" [SEP] ""Our company needs functionality like this and https://issues.sonatype.org/browse/NEXUS-18917 as well. Otherwise, as @Phillip said, it doesn't work for audit and compliance."" [SEP] ""Just a note to say that this is a sensible improvement; it's not something we have scheduled imminently, but we are watching demand for it accumulate with interest."""	0.98959374	
NEXUS-13032	NEXUS	Improvement	"""eliminate soft-deleted blobs and reduce transaction retries for identical proxy repository asset requests"""	"""""""*Background*    In highly concurrent situations, multiple clients may request the same content from an NXRM proxy repository. In these cases, the parallel requests significant churn on the Asset record, with unnecessarily large numbers of blobs created as a result of transaction retries fighting over which blob to attach to it. This could occur in multiple HA nodes using the same blobstore, or on a single node (multiple threads). Because the soft-deleted blobs from the unsuccessful tries linger until the blob store is compacted, this can also waste storage space.    *Acceptance*    Detect when a transaction is attempting to attach a blob to an Asset when an identical blob already exists on that Asset. In those cases, ignore the attach request, and retain the existing blob.     """""""		0.9894103	
NEXUS-13636	NEXUS	Epic	"""Ext JS browse UI tree view"""	"""""""h2. What problem are we solving?    PE-49 reintroduces the concept of asset path hierarchy via a tree browsing service (and accompanying HTML views). However, our Ext JS browse UI still has a few remaining problems:    * It isn’t taking advantage of that new service.  * It has separate features for component browsing and asset browsing. This is overly complicated.  * There is significant pogo sticking in the current drilldown-based design. This makes browsing a repo more difficult than it should be.    h2. How will we measure success?    There are currently 24 votes across the two sister issues (NEXUS-12518 and NEXUS-12531). We will validate the changes with everyone who voted. If successful, 90%+ of the people we talk to will indicate that our solution addresses their needs.    h2. What do we need to do?    * NXRM users can open up a tree-like view (e.g. as a peer nav option to Browse)  * Identify if there are scalability issues (e.g. when a single node has 50k children, as could happen in a Git LFS or docker repository).  ** Scalability issues might be dealt with in other stories, and potentially quite simply - perhaps by truncation. (Who's going to tree through 50k nodes?)  * If you expand a node with multiple hops (containing only a single directory each), concatenate the names into a single node (so org > *apache* > *activemq* would become org > *apache/activemq*, assuming org has many children).  * We show assets in the tree as leaf nodes  ** If you select an asset, the asset detail view opens  ** If you select a component, the component detail view opens  *** Because we’re showing assets in the tree, we should remove the asset list from the component detail view  * The asset and component detail views use side-panels, not the current drilldown pattern    !tree_and_detail_panel.png|width=600!"""""""		0.9893854	
NEXUS-16544	NEXUS	Improvement	"""repository size quotas"""	"""""""We have teams going ROUGUE with building and has shut nexus down.    If a team could be limited to 10 gb for a repository and be blocked with a message to the curl feedback; that would be ideal"""""""	"""[~ej] Thanks for this improvement suggestion. Incidentally, have you seen our survey about cleanup?    https://blog.sonatype.com/nexus-repository-manager-retention-policies-and-cleanup-survey"" [SEP] ""We have the same need. In our scenario each team get a raw repo where they can store large files that they need for their builds etc. Some teams are very active in storing but less good at removing, so it would be good to set a quota to force them to remove things they don't need any more.  A workaround, that we haven't explored, would be to create a separate blob store for each raw repo as soft quotas can be set on blob stores. But we'd rather just have one blob store (less config and management) and set the quota on repo level."""	0.98937315	
NEXUS-19911	NEXUS	Improvement	"""Go Hosted repository"""	"""""""As a user of Nexus Repository Manager, I would like to store my go components (in addition to Proxy and Group).    Public ticket to gauge interest and potential Q&A/public requirements."""""""	"""+1 For GOPROXY support in Nexus.    In our corporate Go development world we have been managing our go dependencies manually but this is no longer feasible nor maintainable due to the number of projects we now have on the Go (couldn't resist).    I've been looking into the Athens server as a potential GOPROXY and it is promising; I have a local environment with it setup and it works very well; however, I don't think Athens can be the solution within our corporate infrastructure because it means another piece of server software that our IT department has to integrate and maintain.    We are already using Nexus (very successfully!) to host and serve most of our build artifacts (Docker, Node, Java, Python, etc...) and it would be a huge advantage for us to be able to leverage Nexus for our Go modules as well.    Thanks for the consideration."" [SEP] ""Thanks for the message [~<USER> support for proxy Go remotes using GOPROXY will be released in 3.17 (https://issues.sonatype.org/browse/NEXUS-13785). We're expectin"	0.989301	
NEXUS-15416	NEXUS	Story	"""SPIKE - Migration approach for maven2/yum hybrid builds"""	"""""""NXRM2 Yum users can deploy their Maven and Yum artifacts into a single repository because the Yum implementation in NXRM2 is built on Maven. In NXRM3 we have built Yum as a first-class citizen and therefore don't have all of the Maven logic. Any users migrating who are using maven to make and deploy RPMs will need a recommendation.    *Acceptance criteria*   * Produce a recommendation of the best migration approach   * e.g.   ** Tough luck, redo your build - as you would if you were doing maven2 jars built into a docker build   ** Come up with a fancy maven trick that's minimally invasive for customers   *** e.g. forking the deploy plugin that knows how to split   ** Implement hybrid repos in nxrm 3   *** for real   *** NXRM has a diverter route (as a capability?) for maven repos that can move yum assets somewhere else   *** Use a reverse proxy to fake a hybrid repo (KB article), but diverting content behind the scenes"""""""		0.98922706	
NEXUS-12641	NEXUS	Improvement	"""Nexus staging should support having repos pre-pended or post-pended"""	"""""""Nexus 2's staging system always appends (post-pend) a new staging repository in the staging group. This means that new staged artifacts may be occluded by older artifacts in previous staging repositories.    It would be good if this could be configured to be a pre-pend order or not. It be great if this was available for Nexus 2 (since it already has staging) but definitely for Nexus 3. As it is, I have to run a cron job which forcibly fixes the order but this means there's a race condition present on the repository ordering."""""""		0.9889225	
NEXUS-18611	NEXUS	Improvement	"""configurable header validation"""	"""""""Nexus 3.2.0 added header validation to prevent certain attack vectors, for example making sure the host header contains a value that matches IP addresses, host names and port values, and patterns according to RFC-1123.    In a customer security conscious environment, it is desirable to restrict NXRM further, to accept an even more stringent set of values.    h4. Expected    A Nexus administrator should be able to configure patterns, ideally regex based, that will be used to match against incoming HTTP header values. If a header exists, and the value of the header does not match all of the whitelisted patterns, then the request will be rejected with an error before performing any other processing.    Any default patterns that NXRM already validates against need not be circumvented, as default patterns Nexus uses are for the protection of the server in general. The improvement is about making validation even more restrictive - for example only allowing a few specific host names in the host header.    Header values which aggregate from multiple sources ( ie. Host, X-Forwarded-Host, Jetty org.eclipse.jetty.server.ForwardedRequestCustomizer.setHostHeader() ) should also be considered."""""""		0.9888965	
NEXUS-10813	NEXUS	Story	"""add anonymous read access support for docker repositories"""	"""""""Users would like to have anonymous read (pull) access to docker repositories in Nexus. This helps consume and share docker images more easily by not requiring a specific login. This is analogous to the benefits offered by anonymous access by other formats.    As an end user, I don't want to have to configure authentication for read only access to docker repositories.  Docker hub does not require this, and neither should Nexus Repository Manager.    According to this comment from a Docker developer the correct way to do this would be to implement token authentication, and to have Nexus hand out tokens for anonymous access:    https://github.com/docker/docker/issues/24129#issuecomment-230610547    There might also be a simpler implementation that should be considered for blanket anonymous access to a repository.  """""""	"""We need Docker repositories to be configurable for both login and anonymous access.  Only certain individuals should be able to push images while various users and systems (e.g. PasS, OpenShift, etc.) are much cleaner with appropriate anonymous access.  We achieved this functionality with the Artifactory product by creating an anonymous, read-only alias repository for a protected one."" [SEP] ""This currently is a blocker for the adoption of nexus for us."" [SEP] ""This is another issue for us as well.  Please put this on your board.  "" [SEP] ""This is also blocking our desired usecase. We want to transparently proxy the dockerhup registry by using a public docker repo group including dockerhub and our private docker repos.  Setting up the local docker daemons with {{--registry-mirror=https://my.server.de:6000}} should behave when doing {{docker pull namespace/myimage}} following:  * first try to find the image in hosted repos  * if not found try to fetch from dockerhub    This is not possible at the moment, sinc"	0.9887186	
NEXUS-18917	NEXUS	Improvement	"""Make it possible to use a repository partitioning strategy to restrict tagging"""	"""""""Currently the tagging implementation in Nexus Repo 3 is largely incompatible with partitioning of repositories by permissions.  The reason for this is that tagging requires just two privileges:   * nx-tags-associate   * nx-repository-view-?-?-browse    It's not that common to restrict what a developer can view, but it is quite common to restrict what they can read and write.  So for most users of tagging there is currently no way to limit which components a user is allowed to tag.  Restrictions are important when you consider that tags are often used in staging.  Tags which are on the wrong components can cause the wrong components to be moved during a staging operation.    There needs to be a way to restrict what a user can tag in a Nexus repository that is not based on browse privileges.  One possibility would be to require write privileges on a component before tagging will work.    Also note that there is currently a bug which makes it so that even for users that are willing to restrict browse privileges partitioning still won't work: NEXUS-18898          """""""	"""This functionality is needed by our company to ensure that proper tagging of promotions take place."""	0.9886404	
NEXUS-17629	NEXUS	Improvement	"""Move persisted firewall transaction queue from config to component database for mitigating performance issues"""	"""""""Both {{firewall_transaction}} and {{firewall_transaction_sequence}} ( related to Nexus Firewall feature ) are located in the _config_ database. This data is mutated frequently and really belongs in the _component_ database next to the components and assets which are being analysed. Having it in the _config_ database means that database is modified much more often than it needs to be (which has implications for backup and restore) and it's also sync'd separately to the component db changes.    Having the firewall transaction queue persisted in the config database (rather than the more natural location of the component database) leads to timing issues and inconsistencies under load. This is because changes to the config DB are replicated across the cluster by different OrientDB worker threads compared to the component DB.    For example, a request to evaluate a new asset (referenced by its encoded entity id) could be queued up on the firewall queue and replicated across the cluster via the config DB workers before that asset record is replicated across the cluster by the component DB workers. Part of this is because we set the quorum to """"""""majority"""""""" which means that a change is accepted if a majority of nodes agree with it - this then implies that the minority node could be temporarily inconsistent, but will eventually become consistent. It's during this window that a firewall request could be queued up before all the nodes have the asset record.    This improvement will move the persisted firewall transaction data to the component database, by changing the current entity adapter to use the component database and by adding an upgrade step to move over existing data. Note that it might not be necessary to move over all data."""""""		0.98843855	
NEXUS-13378	NEXUS	Improvement	"""Limit multiple outbound upstream requests for the same proxied asset"""	"""""""NX3 currently allows multiple requests for the same proxied asset to go upstream, one of which will be the """"""""winner"""""""" when the storage transaction is committed. This avoids any upfront locking, improving scalability - especially in a distributed setup. The downside is the potential for duplicated work, which will end up being thrown away for any """"""""losing"""""""" threads.    This story will attempt to limit the amount duplicated proxy work, while maintaining scalability."""""""		0.988318	
NEXUS-24803	NEXUS	Improvement	"""align user token content protection for non-content requests"""	"""""""The original intent of the [NXRM user token|https://help.sonatype.com/repomanager3/system-configuration/user-authentication/security-setup-with-user-tokens] content protection feature was as a way to discourage a build tool or user of that tool from storing corporate plain credentials in a file on disk.    With the advent of repository formats where obtaining a format specific token is normal operation using realms ( npm/Docker), these format specific tokens somewhat obviate the need to use the NXRM User Token. Meaning the NXRM user token is not normally needed when fetching actual repository content ( assets / components ).     Therefore for consistency across all repository formats and format specific token realms:    -  the only case where a request should fail with 401 due to NXRM user token content protection feature is if that specific HTTP request asked for content and attempted authentication in the same request using plain text ( non-token) credentials to a /repository/* content download endpoint.  - allowing non-content operations, such as when authenticating with plain text credentials to obtain a format specific token ( ie. docker login / npm login ) for subsequent use should be allowed to succeed ( no corporate creds are stored on client disk, only format specific token), as no actual content is being requested in that case  - any existing inconsistencies to the above two statements should be aligned across all formats/repos that have token realms, despite changes introduced in NEXUS-16159 in version 3.22.0        """""""		0.98824894	
NEXUS-18813	NEXUS	Improvement	"""Replace audit database with simple log based implementation"""	"""""""We've seen repeated instances over the years where the current auditing implementation has imposed significant overhead on Nexus Repo, and we've had to ask customers to disable it.  This is unfortunate, because the very customers who would want auditing the most (our largest customers) often cannot use it.    Nexus IQ Server has recently implemented auditing using a simple *log file based implementation*.  We've had zero complaints about this from customers so far about this simple implementation.    I propose that we eliminate the current audit database and UI, and replace it with a log based implementation.   By moving to a lightweight implementation we could even have it *enabled by default*, which would be tremendously helpful when trying to solve customer problems.          """""""	"""As noted in the description, audit database is no longer in use, and now we use audit log files.  Just keep in mind that users are expected to manually remove the audit database files ($work-dir/db/audit) from disk.  This was not done as an upgrade step in case there is any information in the database that the user may want to keep for some reason or another"""	0.9882258	
NEXUS-14641	NEXUS	Improvement	"""provide orientdb connection pool information in support zip / jmx mbean"""	"""""""Reports have been made where Nexus has become non-responsive. Thread dumps suggest that in some cases threads were blocked or backing up waiting for connections from the Orient DB connection pool. This is not at the point where database queries are timing out - the diagnosis point is getting connections from the pool to make the query. Such conditions can be created if a poorly written Groovy script is not cleaning up after itself after throwing an exception and not closing transactions.    In order to make diagnosing the database connection pool state easier, adding an MBean that gets dumped into the jmx.json that captures the current state of the connection pool our database queries use would be a good idea and help us prove or disprove connection pool current state and provide guidance for possible adjustment of the pool."""""""		0.9881755	
