issue_key	project	issue_type	summary	description	comments	design_prob	Label
CONFSERVER-59536	CONFSERVER	Suggestion	"""Implement Confluence Cloud new editing experience in Confluence Server and Data Center"""	"""""""Most Cloud user lost the new editing experience after migrating the Cloud Site/Space to Server.   * [Confluence Editing Improvements|https://confluence.<USER>confcloud/confluence-editing-improvements-945107733.html]  While the content from Cloud is maintained and can be worked up on, the User experience is not good. Editing, especially of *Tables*, is cumbersome."""""""	"""Closing as we don't have any future plans to incorporate the editor used in Confluence Cloud into Confluence Server and Data Center. The editor uses a different architecture and would be a significant change for our customers and our teams to roll out, implement and support.     If there are specific experiences/elements that you would like to see in Confluence Server and Data Center, please add this feedback against the closest suggestion for that component as there may be opportunities to do this as we work on features and consider alignments with the Cloud experience.    Thanks  Makisa | Senior Product Manager, Confluence Server and Data Center"""	0.9905917	
CONFSERVER-57938	CONFSERVER	Suggestion	"""Slack workspace visibility should be restricted for space administrators in Confluence Server for Slack"""	"""""""h3. Problem Definition    With [Confluence Server for Slack (Official)|https://marketplace.<USER>apps/1220186/confluence-server-for-slack-official?hosting=server&tab=overview], the list of all connected Slack workspace is visible in Space administration page. It should be restricted for space administrators.   !Screen Shot 2019-02-22 at 10.10.36.png|thumbnail!  h3. Suggested Solution    Add a permission configuration for workspace visibility.  h3. Why this is important    Workspace can be operated by different organization as well as Space in Confluence. Therefore Space administrator shouldn't be able to see what other workspaces exist."""""""		0.99047524	
CONFSERVER-57620	CONFSERVER	Suggestion	"""Confluence Supported Platforms states that AdoptOpenJDK is required"""	"""""""The Confluence Server [Supported Platforms|https://confluence.<USER>doc/supported-platforms-207488198.html] page states that Confluence can only be used with Oracle JRE/JDK or AdoptOpenJDK.  However, AdoptOpenJDK *is* OpenJDK...just a specific packaging of OpenJDK.    Requiring AdoptOpenJDK for the platform-native installers of Confluence Server might make sense from a packaging perspective.  However, for those of us using the """"""""TAR.GZ Archive"""""""" distribution and configuring our own installation, why is AdoptOpenJDK required?    Will Confluence Server actually fail with OpenJDK packaged in other ways, e.g. the Fedora distribution package?  If so, what are the impacts and when will they be resolved?  And if not, is this simply a documentation error?    Note that the Jira Server [Supported Platforms|https://confluence.<USER>adminjiraserver/supported-platforms-938846830.html] page states that OpenJDK is supported, and that testing has also occurred with AdoptOpenJDK.  Is this a more accurate phrasing of the Confluence Server requirement?"""""""		0.99038017	
CONFSERVER-58866	CONFSERVER	Suggestion	"""Official support for deploying Confluence Server on Kubernetes"""	"""""""In the interest of expanding the officially supported hosting options, it would be advantageous to have a tested and supported method/process for deploying Confluence on Kubernetes, as it's an option that's suited for hosting containerized applications and is therefore a good fit for running Confluence."""""""	"""Having got Confluence Data Center (cluster of 2 nodes) running on Docker Swarm, I thought it would be a good exercise to use Kubernetes as the management framework. I have tried running Confluence (Data Center - so I can run a cluster) on Kubernetes and the following is currently my blocker.    Whilst it is possible to mount a DFS share (!) into a container started by Kubernetes, for shared documents (using the fstab~cifs plugin), I am having great difficulty with providing persistent local storage to the containers.     Within my Docker installation, I had two mount points: local home directory and installation directory. I attempted to reproduce this approach for kubernetes, however it doesn't seem to work - and I think its due the order things get instantiated.    In lay-persons terms, Docker Swarm appears to do the following: create the container, mount volumes into the container, start the image - and so any external storage is visible when the image pull happens and the container then executes. Kuber"	0.9902513	
CONFSERVER-56127	CONFSERVER	Suggestion	"""External Storage Integration"""	"""""""Confluence is widely used within our organisation and has become critical that we find a solution to attaching files in Confluence. We have limited our users to uploading X MB at a time however we would prefer that all attachments (including images embedded in pages) are saved automatically into our Document Management System. We have tested the SharePoint Connector for Confluence as advertised on the Atlassian marketplace however the functionality does not meet our requirements and it seems the vendor will not be releasing an update soon.         We understand the previous versions of Confluence catered for managing files using WebDav functionality and DB storage vs file system that we currently use. What is the roadmap for the use of external storage locations such as SharePoint?         We would really appreciate your assistance & guidance in determining how we can overcome this challenge in our organisation."""""""		0.98972344	
CONFSERVER-58884	CONFSERVER	Suggestion	"""Table editor collaboration request"""	"""""""Dear Confluence Cloud Team,    On behalf of the TechUp team I am reaching out to you asking for a collaboration request with your team around one of our Confluence apps Smart Tables currently on the Marketplace.  We believe that by building flawless and user-friendly experiences, we provide our customers the means to increase their teams' efficiency and engagement towards the Atlassian tools.    *Why Smart tables?*  Confluence users are eager to leverage native Confluence page editor's capabilities in order to perform their day to day tasks. Thus, building out tables in a few clicks by enriching the native confluence table using powerful operations and functions in the page editor experience is the main use case we addressed thanks to Smart tables.   As opposed to the other app's design and data scheme, we decided to lay the emphasis on a """"""""Confluence page editor"""""""" experience avoiding the use of macros, or importing an excel sheet in Confluence bringing therefore to the end-user the closest experience to the native confluence comfort level they are used to and more importantly an outstanding User experience by reducing the number of possible clicks to achieve their goal.   Smart tables has today more that 700 active instances on server in less of two years from the product launch and our customers shared the same feedbacks: """"""""ease of use"""""""" , """"""""user friendliness""""""""....    [check here|[https://marketplace-cdn.<USER>files/images/aaa9eafa-3d02-4b8d-af27-96c8c580664c.png]]         *New confluence editing experience:*  As a Marketplace vendor and fans of Atlassian toolset we totally support the company's growth shift to cloud-based services and products and are working towards this common objective.    The new editor of confluence pages, currently available in the Atlassian cloud relies on a React implementation of ProseMirror (the @atlaskit/editor). This new implementation does not allow us to interact with the editor instance in order for example to modify the content of cell when is formula is set.  That is a probably is a React / Component pattern which forces the state of the Editor component to be managed by the internal renderer. That is why, we would hope that you guys expose an Access point / bridge allowing extensions to be made on the new editor.      We are available to go through the technical details together maybe through a conference or any other format that is convenient for you.   We are looking forward to working together in order to support our customers with the new editor experience in the Atlassian cloud.    Cheers,"""""""		0.98969156	
CONFSERVER-58537	CONFSERVER	Suggestion	"""Use DNS for cluster peers - K8s support"""	"""""""Hi,    I am currently trying to run confluence data center nodes on Kubernetes.   Since the underlaying network layer does not support multicast, I am stuck with tcp_ip cluster.type.   As pods get assigned new IP-addresses on rebuild and I need to rebuild the pods in order to change the configuration, there seems to be a circular dependency I cannot get over.    As I see many people struggling with this exact part on K8s, I'd like to suggest the property of cluster.peers to be DNS names, a bit like CONFSERVER-53527, but without the synchrony-part.    The config-property would be extended like this:    The naive behavior-changes of the cluster-node discovery would consist of a simpe DNS-query while parsing the config, then recheck the DNS every time a node fails.    This change would directly enable Confluence to be run on Kubernetes.     """""""		0.9895375	
CONFSERVER-59903	CONFSERVER	Suggestion	"""Create bulk Jira issues from Confluence by specifying a common team field"""	"""""""This came in from a customer where we found a limitation of the Jira Issues macro.    The use case for """"""""appending to a specific team"""""""" - this is not only to relating this to a specific team but more a means to group all these together.    Right now we have a table in Confluence that we create Jira issues from (could be user requirements <USER> but there is no way to easily group these together as it may not need to be grouped by an epic but maybe a different items as these may only be part of the stories in an epic but want to still group these together.    In our example there is are numerous steps to rollout a process across a team so this is a template of work in Confluence which we then create per team. When creating these story's in Jira there is no way to note which team this is. So would be great if we could reference a field of information like Team name that can the show up on the created Jira issue, as opposed to a column on a table that needs to be populated for every row.    Instead of specifying an Epic to associate these tickets with or using a column, I'd like to be able to either specify a bulk item arbitrarily or have some more options when creating bulk issues."""""""	"""This would be great it it grouped by a common avenue - sometimes a team, sometimes a different attribute.  This would be a great feature if you having living requirements in Confluence that you want to create Jira Issues for <USER> [SEP] ""This would be a big help, a case in point is when I start an issue in Confluence I very limited in the amount of fields I can populate."" [SEP] ""Currently I can only populate two or three OOTB fields using confluence table to create Jira issues, it is limitation to build a good story using both Jira and Confluence.    Vote for this enhancement to support customized Jira fields."""	0.98938316	
CONFSERVER-56539	CONFSERVER	Suggestion	"""Ability to disable the share page with groups feature"""	"""""""Currently, the [Page Sharing|https://confluence.<USER>doc/share-a-page-or-blog-post-16482511.html] option in Confluence is controlled by the Share Page add-on {{Manage add-ons > System > Share Page}}, however, it doesn't seem to be possible to disable the sharing with users, groups or mail.     It would be great to split those sharing options, so if needed, we can disabled them individually. """""""	"""For us, the issue is allowing page sharing with groups.  We need the ability to disable that functionality based on the following scenario:    If Confluence is sync'd with an LDAP server such as Active Directory, mailing lists are pulled into Confluence as groups, with the members of the group being the emails that are part of the mailing list.  AND, if a user shares a page (possibly unintentionally) with a group that represents a LARGE mailing list, they could end up spamming thousands of users.  Many of those users may not even use Confluence, and thus have no idea of the context, and that could result in a significant number reporting the email as spam and even a possible phishing scam.    Email servers can have restrictions in place to stop this type of wide-spread email, but this scenario in Confluence would bypass those restrictions because it sends thousands of emails to individual users, instead of one email to the mailing list that represents the group the page is being shared with.    So, at the"	0.9893455	
CONFSERVER-59459	CONFSERVER	Suggestion	"""Update the REST API to allow for more endpoints to match previous offerings."""	"""""""h3. Problem Definition    Since Confluence 5.5, previous Remote APIs, such as JSON-RPC and XML-RPC, have been deprecated and are no longer supported. However, many of the methods available through these API endpoints have not been ported over to the REST API, which is now being utilized.    This can cause issues for any users that were utilizing these older endpoints and are unable to make the switch to the REST API.    While it's technically possible for users to still use the older API endpoints,  it's not specifically stated if these endpoints will be made available in the REST API or if at all, and is also another concern.    h3. Suggested Solution    Create equivalent endpoints in the REST API to match what is available through the older Remote APIs.    h3. Workaround    Depending on the specific functions needed, the Confluence CLI can provide many of the same functionality, but it is a paid third-party add-on."""""""		0.98934186	
CONFSERVER-57737	CONFSERVER	Suggestion	"""Article meta information - Friendly name and hidden tags"""	"""""""It would be useful to be able to store a configurable friendly name and a list of friendly tags for each article.    This information should only be accessible and configurable by space admins and above.    The goal is to be able to use this 'meta' information about the articles in the design and structure of information across our wikis.    The friendly name and friendly tags would be added to an article's Friendly Details screen, accessed through the standard page menu, and only available to those with space admin privileges or higher.    *Friendly name*    In particularly large spaces, there is often the requirement to name article with over-long names to in order to ensure uniqueness across the space and also to heavily contextualise the info, such as a single space containing the details for multiple tools used on a single project. Each article pertaining to a single tool requires the tool's name prepended to ensure uniqueness. However, in the body of the relevant tool's articles, this extra naming is actual inconvenient, unnecessary, and occassionally intrusive.    A 'friendly name' would allow information designers to dispense with the extra naming baggage, and create articles that read better.    I'm aware of the ability to set custom text while including links in articles, but that text once changed breaks the logical link with the article and can forever be missed when updates are made to the article directly.    The friendly name allows for a single point of update, while options to use the article's title or the article's friendly name in links, children displays, content by label, and other macros give us many more options.    *Friendly tags*    Labels and tags are a great way to categorise and gather articles together, not least of all with the plethora of macros available but also in searches.    However, labels as currently implemented have two drawbacks:   # They are permanently visible on the page, which may not be appropriate for certain categories (secret projects, keywords, <USER>).   # There is no specific permission to gate access to labels. Access to the page is all that is needed to add labels or even remove labels, some of which are invaluable to the organisation of information.    Friendly tags, added and maintained in the same screen as the friendly name, would be hidden to all other than space admins and above. They would remain unmolested from accidental deletion or unintentional hijacking by others who innocently reuse a 'restricted' or administrative label on their own content.         Both these friendly features give content managers the confidence to arrange their content free from fear of their efforts being interfered with, however innocently, by other wiki users."""""""		0.98931676	
CONFSERVER-59346	CONFSERVER	Suggestion	"""Awareness of restricted content"""	"""""""Restriction feature in Confluence could be enhanced with ability to let users actually see restricted content exist and therefore request access if it seems relevant for them.    Today, restricted content is not visible at all for all users which are not authorized and they are only aware of its existence when they have page URL and they can't open the content. But, in some cases, it will be helpful to directly present links to such content in page tree (ideally with a pad lock in front of Title to directly inform content is indeed restricted for given user), so user can easily request access to content owners.    *Reasons :*   * Broader awareness of restricted content (Spaces or sections are not """"""""empty"""""""" or """"""""missing info"""""""", users simply don't have access to content due to restrictions)   * Avoidance of restricted content duplicates (Users are recreating similar content thinking it doesn't exist)   * Ease access request as users can directly see content which is indeed restricted for them.   * Ability to distinguish restricted content for limited users (not visible at all) and restricted content for larger audience (links in page tree).    *Limits:*   * It should remain possible to not show restricted content titles in Page tree.     *Look'n feel*    An extra option in current restriction drop down menu.    """"""""Limited viewing and editing restricted - Everyone can view Titles in Page tree, only some can fully view and edit"""""""" to be placed 3rd position between """"""""Editing restricted"""""""" and """"""""Viewing and editing restricted"""""""".     """""""		0.98930055	
CONFSERVER-56205	CONFSERVER	Suggestion	"""Provide REST API methods to manage users and groups"""	"""""""h3. Summary    As a Confluence <USER>I would like to be able to manage users and groups directly from REST API endpoints. Automation and scripting of user management can be made easier with REST API.  h3. Problem statement    User and groups management is currently not possible via REST API only. Bulk operations, automation or scripting of management actions is not currently possible when using REST API. User management was previously possible with SOAP, which has been deprecated.  h3. Suggested Resolution    Provide methods akin to what as present with SOAP that would allow Admins to manage users and groups via REST API.                   _Previous Ticket Description_   As Confluence is popular tool used by many users, it should provide the API to add users to groups, similar to what Jira Cloud has."""""""	"""Hi Team,         We can we expect this feature to be present in the REST API ?         Thanks,    Harshit"" [SEP] ""Does it mean that there is no way to deactivate users in Confluence via rest api too?"" [SEP] ""We need this function urgently.  It would be very good for all customers if this were implemented in this way."" [SEP] ""You can add and remove users from groups through the internal JSON-RPC APIs, albeit not public or guaranteed to be the same (or even still there) release to release."" [SEP] ""We need this functionality!"" [SEP] ""This feature would be really appreciated"" [SEP] ""feature upvote +1"" [SEP] ""Hi,    we also very much would like to see the possibility of administrating users and groups via REST, since SOAP is deprecated."" [SEP] ""I hope to see this feature soon too!"" [SEP] ""Guys please vote my comment in this topic:  [https://community.<USER>t5/Confluence-articles/Announcing-Confluence-7-4-as-the-next-Enterprise-release/ba-p/1247021?tempId=eyJvaWRjX2NvbnNlbnRfbGFuZ3VhZ2VfdmVyc2lvbiI6IjIuMCIsIm9pZ"	0.9891908	
CONFSERVER-60016	CONFSERVER	Suggestion	"""Allow Synchrony to be hosted externally in Confluence Server"""	"""""""h3. Problem Statement    Currently, only Confluence Data Center has the option of either hosting Synchrony externally (standalone) or using the internal Synchrony proxy (managed by Confluence).   * [Possible Confluence and Synchrony Configurations for Confluence Data Center|https://confluence.<USER>doc/possible-confluence-and-synchrony-configurations-958779064.html#PossibleConfluenceandSynchronyConfigurations-PossibleconfigurationsforConfluenceDataCenter]    h3. Suggestion    It would be great if Confluence Server could also have the same option so administrators can setup a separate server and have its own resources strictly for Synchrony."""""""		0.98912674	
CONFSERVER-57424	CONFSERVER	Suggestion	"""Limit the number of document conversion threads by default"""	"""""""h3. Problem Definition  Confluence uses document conversion service to convert Office file and PDF files for preview and thumbnail generation. Currently, this service has a queue of tasks to run through and the file conversion service spins up background threads to convert those documents. Unfortunately, if one document is taking a bit more time to convert, Confluence might spin too many concurrent threads which might add too much pressure on the CPU and memory.    h3. Suggested Solution  The suggested solution is to limit the number of concurrent conversion threads by default.      h3. Workaround  The current workaround is to add the following JVM argument to limit the number of conversion threads.  """""""		0.9889299	
CONFSERVER-59679	CONFSERVER	Suggestion	"""Make the new templates for Confluence cloud available to server and datacenter. """	"""""""h3. Issue Summary    New templates are featured in the Atlassian product post for Cloud.   *  [https://www.<USER>blog/confluence/new-templates-for-confluence]  *  [https://www.<USER>software/confluence/templates]    It came to our server customer's attention, and they're looking for these templates. It's not clear the new templates are only for Confluence Cloud.     h3. Suggestion  Make these new templates available to our server/datacenter customers. I believe it would be a great addition and help a lot of our server customers!    h3. Workaround  Currently there is no known workaround for this behavior. A workaround will be added here when available."""""""	"""I agree, as a data centre version customer I'd love to see these templates made available to us. We spend a great deal on the product, and were surprised to find something like templates is limited only to the Cloud subscription users. I believe, these would greatly benefit server/data centre customers."" [SEP] ""My customers are already asking for those templates on Jira Server (unlimited users) as they saw great examples on the new. Would give a boost to our Confluence usage :)"" [SEP] ""Agree as well. We have many internal teams already asking for it and it would be great for enterprise wide scaling."""	0.9888849	
CONFSERVER-58308	CONFSERVER	Suggestion	"""Make Confluence Cloud templates available in Confluence Server/Data Center"""	"""""""h3. Problem Definition      * There are a few useful templates that are currently available only in Confluence Cloud but could be used in Confluence Server and Data Center as well, for example, the Persona template.    h3. Suggested Solution      * Make the Cloud templates available in Confluence Server and Data Center    h3. Why this is important       * Some templates are very useful to the customer's business and it won't be necessary to create one from scratch based on an already existing template.    h3. Workaround     Currently there is no known workaround for this behavior. A workaround will be added here when available."""""""	"""I'm in complete agreement with the Problem Definition, Suggested Solution, and statement of importance.  There's no reason these templates shouldn't be natively available to Server and Data Center users."""	0.98886883	
CONFSERVER-59062	CONFSERVER	Suggestion	"""Improve 'Restrict a Calendar' documentation to explain that calendar owners cannot be restricted"""	"""""""h3. Issue Summary    Team Calendars' '[Restrict a Calendar|https://confluence.<USER>teamcal/restrict-a-calendar-660737259.html]' documentation explains how to restrict viewing and/or editing.    However, the documentation does not make clear that the Restrictions were designed in a way that the calendar creator has the privilege to keep control over the calendar even if the restrictions are modified, which can cause confusion for the customers ([CSP-261644|https://getsupport.<USER>browse/CSP-261644]).    This mean they can always edit/view a calendar they created, change its name, change the related space, <USER>  h3. How to Improve    Although this is a design choice to avoid other users taking full control of calendars they have not created, the inclusion of a paragraph explaining that calendar creators cannot be restricted helps to clarify this."""""""		0.98880696	
CONFSERVER-57245	CONFSERVER	Suggestion	"""Inline Code"""	"""""""The fact that this isn't supported out of the box is crazy to me.  There *really* needs to be a way to support inline code.           I know that there are alternatives out there.  Tons of people are out there suggesting creating custom CSS blocks and all sort of other things like simply using monospaced text.         Let me be clear, as a developer who's company is forcing me to use Confluence for documentation, this one thing makes me completely dislike the product.  I want to type some stuff between two back-ticks and have it let the reader know that this is code/command.      Anything less than this for a technical documentation tool is unacceptable."""""""	"""This feature needs to be implemented ASAP.  I am working on implementing Confluence in our organization and I can already see the lack of an inline code feature being a huge problem. """	0.9887518	
CONFSERVER-58845	CONFSERVER	Suggestion	"""remove required label from page property report macro"""	"""""""Since cql was introduced, a lot of macros rely on cql-conditions. The page property report macro does as well. A powerful tool was introduced with cql to express conditions. Though I can use a lot of diverse data to describe filtering I am still forced to use a label - even if I have other structural data like metadata by Communardo for example.  It would be sufficient just to rely on metadatasets, but I am forced to make sure that metadatasets and labels are adressing the same pages. I have two structural criterias describing the same content.    If the label wouldn't be necessary to make page property report output a list then it would decrease a lot of effort to synchronize and double our information architecture.    Please make parameter label not required or better allow free use of cql to to describe content whose page properties have to be shown."""""""		0.98874843	
CONFSERVER-58228	CONFSERVER	Suggestion	"""Separate concepts of Creator and Author (and owner)"""	"""""""If I look at a Confluence article, it says 'Created by So-and-so at whatever-time.' If I look at the article's Page Description, it lists 'So-and-so' as the author of the page.    One use case where this is problematic is migrating data from other systems. If Mr. So-and-so is tasked with getting pages from the old system in to Confluence, *they do not become the author of the work they are reproducing.* As such, they require the ability to assign authorship. They can remain the page's creator because they created the page, but they did not author the work in that page.   # The creator of a migrated page is not necessarily the author (you do not become the author of something when you reproduce it -- ask a copyright lawyer)   # The owner of a page is not necessarily the author (the author could've left the company, but they're still the author)    So all of these concepts need to be clearly separated. Making creator/author the same by default will maintain the current behaviour. Adding the ability to assign an author will cover use cases where someone is tasked with migrating existing data into Confluence. Such a function should have associated permissions controls so that it is available to trusted members of a team.    There are various workarounds such as directly changing the database or using a macro to contradict what Confluence is telling you, but Confluence's job is document management. Having to do unsupported things to the db or having to jury rig a solution to track the most basic meta-data associated with a document makes me want to say words that would be counter-productive. So I'll leave it there.    Thank you for your time and consideration,"""""""	"""No-brainer.    In the Cloud version hacking in the database is no option.    I do not want to be an owner for life, just because I imported the pages, nor for the fact that I created pages for others to assist and continue.     To be notified of changes of 'your' page is annoying.    And if pages are imported form somewhere else (like after a company splitting up) you don't want to remain with pages owned by an 'alien'.     "" [SEP] ""{quote}I do not want to be an owner for life, just because I imported the pages, nor for the fact that I created pages for others to assist and continue.   {quote}  Amen. As an admin who creates tons of pages for others to help get them started, I can attest it is super annoying. We have people who end up copying pages, breaking links, <USER> because they want to be the creator. It's a mess. "" [SEP] ""As an admin I also have the problem where I create a space of just a page for someone who then takes it over, restricts it and yet I continue to get requests and queries relating"	0.9886346	
