issue_key	project	issue_type	summary	description	comments	design_prob	Label
DM-25861	DM	Story	"""Switch to CSS custom properties-based design system for www.lsst.io"""	"""""""Originally in www_lsst_io we tried to used styled-theming to build a design system, including a dark mode. The problem, though, is that these styles aren't getting added to the site on initial load (they do after an in-app page transition, though). I think that a safer and more compatible approach will be to take out the styled-theming integration and instead build up a design system using CSS custom properties. This will also let us support a dark mode (https://github.com/insin/gatsby-plugin-dark-mode)"""""""	"""Here we're adopting CSS custom properties (CSS variables) for building the design system and implementing a dark mode. Previously we used {{styled-theming}} for this, but I had trouble getting themed properties to appear correctly on the app's initial load. By moving to a CSS-native solution, we also get a straightforward dark mode implementation based on [gatsby-plugin-dark-mode|https://github.com/insin/gatsby-plugin-dark-mode]. Notes:   * Design tokens are now CSS custom properties in {{globalStyle.js}}. Colours are still interpolated from the {{design/color.js}} module in case we need to access colours from JavaScript.   * It's straightforward to theme icons embedded in JSX as {{<svg>}} elements since the {{fill}} property can take the value of a custom property. Background image icons in CSS are trickier. In one case we use a mask-image technique, in another case we had to create a specialized icon with a fixed colour.   * Added some styling (including an elevation system) for the search hit components a"	0.99093443	
DM-25865	DM	Story	"""Meeting about Bulk Transfer Service"""	"""""""<USER>called a small meeting to discuss bulk transfers, the interface to the DBB service and whether Rucio could provide any part of the bulk transfer service."""""""	"""Robert had initial draft.  <USER> <USER> Robert and I discussed the difference between an official DBB endpoint where DBB is responsible for tracking and maintaining files versus an """"export"""" where the DBB does not track the remote copy.  Also discussed how we would have a more robust service if we control more of the transfers (i.e., pushing) than having multiple external people/services repeatedly hitting our servers.  This was just a high level meeting.  Nothing was decided at a detailed design level."""	0.9909163	
DM-26817	DM	Story	"""Design for token component of RSP identity management"""	"""""""Based on the requirements in SQR-044, write a design document for the token component of the Rubin Science Platform identity management system."""""""	"""First draft of storage, API, and web UI design has been written but not yet reviewed. Will be ready for review once the {{auth_request}} handler design has been written and a short introduction has been added."" [SEP] ""First draft complete and ready for review.    - [https://sqr-049.lsst.io/v/DM-26817/index.html]  - [https://github.com/lsst-sqre/sqr-049/pull/1]"" [SEP] ""Reviewed in co-work with just some minor comments that I need to incorporate."" [SEP] ""Read the FastAPI manual which influences some of the design decisions. Also did more research on REST APIs and found this article, which I think is the most persuasive:    https://www.vinaysahni.com/best-practices-for-a-pragmatic-restful-api    The REST API will be designed around those principles. Remaining work before shipping this:    - Expiration for internal tokens  - Specification for API error replies  - Document pagination  - Document caching of internal tokens  - Mention the above blog post in the design summary"" [SEP] ""Completed the rest of that work"	0.9908283	
DM-26412	DM	Story	"""Recommendations for Kubernetes pod and cluster hardening"""	"""""""Research Kubernetes pod hardening best practices, apply them to Gafaelfawr for a test, and document them in the security reviews for SQuaRE and the Rubin Science Platform. Write a new tech note for detailed recommendations for how to harden clusters and pods."""""""	"""SQR-037 and SQR-041 have been updated with Kubernetes hardening analysis and high-level recommendations. Detailed instructions will be coming in SQR-048."" [SEP] ""I've also implemented the hardening recommendations for Gafaelfawr (not yet merged or tested), and enabled network policies on the bleed cluster for that test."" [SEP] ""Gafaelfawr hardening merged, and recommendations published as SQR-048: https://sqr-048.lsst.io/"""	0.9908257	
DM-26069	DM	Story	"""Create requirements list for new Filter implementation"""	"""""""After discussion with [~<USER> about approaching implementation of the new Filter design, we wanted to write down a list of requirements for the new system. RFC-541 was more focused on technical requirements, but some of the comments there can be built on to help with use case requirements. RFC-624 provides a design, but discussion since that has led to some questions about how exactly that design maps to how this system would be used.    For this ticket, I will write up (probably not a DMTN?) a list of use cases and requirements for Filters in the stack, based on the above RFCs, my own experiences with the {{Instrument}} {{FilterDefinitions}}, and expectations for how filter names are used for photometry."""""""	"""The requirements list and other notes are on this confluence page:    https://confluence.lsstcorp.org/pages/viewpage.action?pageId=140283016    [~<USER>: do you believe that this encompasses all the necessary requirements for the new FilterLabel system? I'm not sure whether the {{middleware}} section is complete enough, but I also don't know what needs to go in there.    The code sketches I wrote will be modified more and reviewed separately as DM-26259."" [SEP] ""I think this includes everything we need now, and I'm pretty confident any new middleware needs would basically be additions (to FilterDefinitions in obs_base) that would not affect code that gets filters but does not define them.    By far the biggest middleware priority for filter work is just removing the current constraint that one (and only one) CameraMapper must be instantiated in a process in order for {{Filter}} to be usable."" [SEP] ""Returning this to """"In progress"""" after discussion regarding middleware requirements re: unique labels. We nee"	0.99071723	
DM-25866	DM	Story	"""Write very basic initial design """	"""""""Write very basic initial design document leaving some things as outstanding questions, making certain assumptions where helpful in order to move design along."""""""		0.9907011	
DM-26172	DM	Improvement	"""Add context for the super-transactions in the Qserv Ingest system"""	"""""""A need in this improvement was triggered by an experience of ingesting catalogs into Qserv as per [DM-24587]. It was noticed that Qserv deployments within the Kubernetes  environment exhibit extra failure modes which are rarely seen within the """"""""traditional"""""""" host-based static setups. This includes more frequent DNS failures (as Kubernetes has its own DNS server), more frequent connection losses to overloaded services, worker pods being restarted (and disappearing from the Kubernetes DNS), etc. All together this brings in a new spectrum of issues which may need to be handled by the clients workflows.    Here is some background on this subject. When the current Ingest system was being designed one of the main concerns to be addressed were failures seen when loading table contributions. That appeared as the highest risk area due to the large amount of data sent to servers as well as a high frequency of communications.  And for that, the super-transactions provide a reasonable protection. For instance, if a client loses a connection with a worker’s ingest server after a successful completion of some file ingest operation, and the client gets a connection error then it can always retry the “failed” operation within a new transaction. This is some kind of “false positive” scenario, which is generally harmless. When it comes to connection failures to the Master Replication Controller, then it all depends on a specific operation, and on its context. Some operations are safe to repeat. Others may require extra interactions with the Controller to figure out a state of a catalog. One example is the transaction management. If one sees a connection failure while waiting for a response from the REST service on a new transaction request it may not mean that the operation has failed _per se_. The transaction could have been successfully initiated. In this case a client would have to scan existing transactions to see which transactions are active and figure out which one (if any) was attempted by the client. Unfortunately, transactions don’t have an “owner”. All a client may learn from the Ingest system is that the name of a database associated with the transaction, a state of the transaction and the *{{start}}*/*{{stop}}* timestamps of the transaction. Based on these attributes of a transaction, it would be hard to figure out which one was initiated by a specific client. Altogether this may complicated a recovery process.    This development offers a solution to the last problem by allowing a transaction-requesting client to specify an optional context for a new transaction. It would be up to the client to formulate the context and send it to the Controller along with the transaction opening request. The context would be stored in the Controller’s database along with other info on the transaction. The context could be retrieved along with the transaction records via the earlier discussed service *{{GET /ingest/trans?database=<name>}}*. To make things more convenient here the context could be  specified as a JSON object sent with POST /ingest/trans. And it would be up to the client what to put into that object (though, it doesn’t  have to be huge). As an example, the context could include a host from which the transaction was requested, the PID of a process requested the transaction, or anything else. Some ingest workflows may even generate a UUID to be sent in the context so that the the workflow could implement a proper bookkeeping for this type of operations.    This development requires:  * extending the table schema for *{{qservReplica.transaction}}*  * extending a schema of a JSON object send with the *{{POST}}* request to *{{/ingest/trans}}* with an optional dictionary-type attribute *{{context}}*.  * extending an implementation of the *{{GET}}* request to *{{/ingest/trans}}* to return a context in attribute *{{context}}* for each transaction reported by the service.  * updating the documentation in the Ingest System: https://confluence.lsstcorp.org/pages/viewpage.action?pageId=133333850  * (possibly) increasing the version number reported by the *{{GET}}* service *{{/meta/version}}*.  """""""		0.9906322	
DM-26236	DM	Story	"""Support dome conditioning contract"""	"""""""Support activities to develop a dome environment conditioning contract, to control the temperature during daytime. The activities include reviewing proposals, provide technical information to potential contractors, meetings with Rubin Observatory reviewers and contractors."""""""	"""A meeting with DatControl personnel was performed, to analyze the details of the request for quote sent to them, on the implementation of the system to control the dome temperature during daytime. Several technical questions from DatControl were discussed,  reaching a general understanding that the present software architecture handling the observatory HVAC system, should we appropriate to implement the control extensions. Also, several diagrams on the dome dimensions were sent to them upon their request."" [SEP] ""On-going negotiations with DATControl on the Dome Environmental control. """	0.99049276	
DM-25099	DM	Story	"""Scale up Kafka Connect to 3 replicas for the EFD at the ncsa-teststand cluster"""	"""""""To distribute the load for the InfluxDB Sink connector we have [increased the number of replicas for Kafka Connect|https://github.com/lsst-sqre/argocd-efd/commit/4a93c47cd653ab74f79061de053cb457aeda1f8d] at the ncsa-teststand cluster and deployed Control Center temporarily to diagnose that cluster.    We have also increased the number of tasks for the influxdb-sink connector to 10.    """""""	"""That seems to be working fine on the NCSA Teststand. See attachments."""	0.9904455	
DM-25252	DM	Epic	"""Metrics and Telemetry infrastructure"""	"""""""This epic captures work in two of our core metrics and telemetry systems, SQuaSH and EFD, as well as related ArgoCD and Kafka work.     It includes:    * A sprint resolving technical debt on the SQuaSH APIs, including the ability to ship metrics from different environments (this is currently dealt with manually)  * A continuation of the aggregation work  * Input to the Observatory Logging project   * Support for Commissioning and Integration activities as requested, including training  """""""	"""This epic delivered a major piece of work, the replication and aggregation (more accurately stream processing) of telemetry data off the summit - currently stored in parquet files in S3.  It also addressed critical debt in the SQuaSH API, with more improvements to come next cycle. """	0.9904158	
DM-26754	DM	Improvement	"""Migrating a configuration system of the Qserv partitioning tools to JSON"""	"""""""The current implementation of the partitioning tools (Git package [https://github.com/lsst/partition]) is based on a custom DSL. This language is loosely based on JSON, though it's not JSON. Neither it's YAML. The non-standard configuration system poses a number of problems with using the tools in the LSST (and beyond) production environment, such as:  * it's impossible to use standard tools and an libraries for making, editing and validating configurations  * a manual process of making the configurations is error-prone, and has already caused problems with preparing various pre-production catalogs for ingesting into Qserv.    Another problem is that the configuration system allows overriding nearly all configuration file's parameters in the command line. Though such flexibility may be handy for some limited debugging or quick testing scenario, it's highly unsafe in production. In any production scenarios, all essential parameters affecting data transformations must be captured in a source code system for bookkeeping, monitoring and data provenance purposes. These tasks are better addressed if the configuration system is _orthogonal_.    Hence, a goal of this effort is to migrate the configuration system to JSON. This would open a possibility to rely on numerous standard tools for making, editing and validating configurations.    Here is an example of the JSON-based configuration file:  {code:yaml}  {""""""""mr"""""""":{    """"""""num-workers"""""""":12, """"""""block-size"""""""":128, """"""""pool-size"""""""":32768   },   """"""""part"""""""":{    """"""""num-stripes"""""""":340, """"""""num-sub-stripes"""""""":3,    """"""""chunk"""""""":""""""""chunkId"""""""", """"""""sub-chunk"""""""":""""""""subChunkId"""""""",    """"""""pos_ra"""""""":""""""""ra"""""""", """"""""pos_dec"""""""":""""""""dec"""""""",    """"""""overlap"""""""":0.01667   },   """"""""in"""""""":{    """"""""null"""""""":""""""""\\N"""""""", """"""""delimiter"""""""":""""""""\t"""""""", """"""""escape"""""""":""""""""\\"""""""",    """"""""field"""""""":[     """"""""designation"""""""",     """"""""ra"""""""",     """"""""dec"""""""",     """"""""cntr"""""""",     """"""""source_id""""""""    ]   },   """"""""out"""""""": {    """"""""null"""""""":""""""""\\N"""""""", """"""""delimiter"""""""":"""""""","""""""", """"""""escape"""""""":""""""""\\"""""""", """"""""no-quote"""""""":false   }  }  {code}"""""""	"""Overall it seems fine. I've made a few suggestions, you can decide what to do with those."""	0.9903481	
DM-26336	DM	Story	"""Prototype and design work for dimensions/queries system improvements"""	"""""""daf.butler.registry.queries is getting creaky and hard to work with; usage patterns and needs have slowly diverged from what it was originally designed to do, and it's accumulated a lot of bad encapsulation, tight coupling, weird and hard-to-document method preconditions.  This has gotten bad enough that it's very hard to include support for querying CALIBRATION collections on DM-24432 without major changes.    We also have a number of related changes on the horizon that we should at least consider in any cleanup or refactoring we do now:  * We need to make additive changes to the dimensions system (adding new dimensions, adding new metadata columns) less disruptive in terms of schema versioning.  * We have discussed replacing the commonSkyPix/HTM-based spatial joins with a system where the user explicitly declares up front the combinations of skymap, instrument, and skypix systems they want to use together, and then we just instantiate those relationship tables up-front.  That should make for faster queries, simpler query code (no trimming of query rows in postprocessing) and perhaps more configurable flexibility in the future for the kinds of relationships that can exist.  * We need to be able to give users more control over which variants of at least some spatial relationships are used in a query.  The use case we have is """"""""give me all visit+detector data IDs for which the visit overlaps the tract, even if the visit+detector doesn't, and all HTM IDs at some level that overlap that visit+detector even if they don't overlap the tract"""""""", but I'd like to frame that problem in a more abstract sense before trying to solve it.      This ticket is only for design/prototype work, not actually implementing all of the above changes on master."""""""	"""Most of the prototyping work done here is captured in https://confluence.lsstcorp.org/display/DM/Conclusions+and+Proposals+from+DM-26336+Prototyping, which is a high-level summary of changes I'd like to make in the future.  I think that's worth reviewing, even though there probably isn't enough there for anyone else to take those descriptions and do the work, if they want to take advantage of the prototyping I've done.    The full prototyping branch remains at u/<USER>DM-26336/prototyping, but it's really best considered just """"notes to self"""" at this point.  I can clean up and describe various bits of it more as needed in order for others to take over some of the work (e.g. DM-26407).  But I don't think that's worth doing across the board given that I'll probably be doing a lot of it.    There is also a tickets/DM-26336 branch with a PR (https://github.com/lsst/daf_butler/pull/368) that I'd like to get reviewed and merged now.  It includes some non-disruptive, noncontroversial baby steps towards the prototy"	0.9902776	
DM-24856	DM	Story	"""Register aggregated topic schemas to a secondary schema registry"""	"""""""In the EFD, data replication is done in one direction, copying kafka topics and schemas from a source cluster (e.g. base) to a destination cluster (e.g.  LDF) (see the multi Data Center [active-passive setup | https://docs.confluent.io/current/schema-registry/multidc.html])    The Aggregator is a component that runs on the destination cluster (e.g. LDF) and it creates new schemas for the aggregated topics.  In the active-passive setup, these schemas will exist only at the destination cluster, we don't want them replicated back to the source cluster. That means the schema IDs would no longer be globally unique if we use the same Schema Registry to register the aggregated topic schemas, there may be collisions between schema IDs for schemas created at the source and destination clusters.     For the Aggregator, we'll need *a secondary schema registry* to register the aggregated topic schemas.     In this ticket, we'll investigate this possibility further and configure the {{kafka-aggregator}} to read schemas for the source topics from the primary Schema Registry and write schemas to the secondary one.    """""""	"""I'll avoid the primary/secondary Schema Registy nomenclature as this has a special meaning in a multi-datacenter deployment of Kafka.    From the point of view of the EFD Aggregator, I'm calling the second Schema Registry """"internal Schema Registry"""" which is aligned with Faust nomenclature, """"internal topics"""" are those managed by Faust and will have their schemas registered in the """"internal Schema Registry"""".    I've used docker-compose to show that it is possible to have two Schema Registries running simultaneously and I came with the following docker-compose configuration:    The rationale for this configuration:   * [listeners|https://docs.confluent.io/current/schema-registry/installation/config.html#listeners]    {{SCHEMA_REGISTRY_LISTENERS: [http://0.0.0.0:28081|http://0.0.0.0:28081/]}} runs the {{internal-schema-registry}} on another port.   * [kafkastore.topic|https://docs.confluent.io/current/schema-registry/installation/config.html#kafkastore-topic]    We have to be careful and write the schemas "	0.9902401	
DM-26765	DM	Story	"""Update developer guide to reference the interim model for community support"""	"""""""Following adoption of RFC-703, the developer guide should be updated to refer to DMTN-155 as the guiding document for supporting the community during construction"""""""	"""Hey Leanne, what do you think of https://github.com/lsst-dm/dm_dev_guide/pull/444? Rendered version at https://developer.lsst.io/v/DM-26765/communications/community-support.html."" [SEP] ""Thanks [~<USER> . Looks good. Two comments:     * """"When the project enters operations, the Community Engagement Team will be on-hand to field these questions, as described in RTN-006""""  This gives the impression that the CE team will respond to all questions in ops and not DM. This is not how it will work;  the CE team cannot field all questions from a 10K+ community. The model the CE team putting in place for operations is that of  an engaged, self-supporting science community. I'd replace this with:  """"A comprehensive model for community support during Operations is currently being prepared by the Rubin Observatory Community Engagement Team (CET), which will be fully scoped to support the community during Operations. (RTN-006 (in preparation))    * It is important to manage these interactions in a way that:  I would add a"	0.9901035	
DM-27023	DM	Story	"""Dome Control Software Development Support"""	"""""""Support activities for the development of low level dome control software development by EIE contractor. The activities include organization and attendance to technical meetings, review of documentacion, enforce compliance to requirements of software implementations, plan timeline of deliverables, provide technical support and guidance during development."""""""	"""Two dome software development meetings were organized, and both performed with attendance of EIE contractor developers. The meeting notes could be found at [https://confluence.lsstcorp.org/display/LTS/Dome+Software+Meetings.|https://confluence.lsstcorp.org/display/LTS/Dome+Software+Meetings]    As reported in a previous report DM-26763, the lack of progress on servo control from EIE contractor, lead us to organize technical meetings including members of NOIRLab, who provided examples and use cases that EIE developers took as guidelines to proceed with the implementation of dome servo control software, with emphasis on dome rotation motors.    Another important milestone was the performance of another series of technical meetings with EIE contractor, on the development of a timeline of software deliverables. This timeline represents a possible scenario to have software available on a timeframe coincidental with the finishing of dome structural installation, and be ready for fine tune of the motor control. Thi"	0.99008393	
DM-26144	DM	Story	"""Allow Pipelines to inherit configs"""	"""""""Currently if a task is declared in a Pipeline task list, and the task is already declared in an inherited pipeline (with the same label), the task and its configs replace the inherited versions meaning all configs need to be declared in a pipeline, even if only one config is to be added.    This ticket will change this behavior. If a task is declared in a pipeline that inherits the same task with the same label, the new config options will be added to the existing config overrides. If a label is declared with a different task than what exists in the inherited pipeline, it will completely replace the existing definition, as the config options likely no longer apply."""""""	"""It would be a great improvement if the unit test examples could be expanded into documentation on the ways to define a pipeline and inherit task/config definitions."""	0.99001676	
DM-24465	DM	Story	"""Optimize Heliolinc2 completeness"""	"""""""In comparison with MOPS, Heliolinc2 finds about half of the objects that MOPS finds. Improve this!"""""""	"""Improved performance of HelioLinC2 in terms of finding objects discoverable by MOPS after the following commit:    [https://github.com/lsst-dm/heliolinc2/commit/97dca00cb33184e91a4d19c88fa8d0dbd9e1447f]    More work is needed to understand why not every object discoverable by MOPS is found by HelioLinC2. The current hypothesis is that the density of propagated tracklets is too high for DBSCAN to distinguish between some clusters. A new ticket will look into mitigation options."""	0.9900095	
DM-24613	DM	Story	"""Move Quantum tables into manager/storage hierarchy"""	"""""""This mirrors the pattern now used for dimensions, collections, and (on DM-21764) datasets.  It will also let us finally start saving Quantum.dataId in the database."""""""	"""I'm removing the gen3-registry-incompatibility label and deferring work on this until after gen2 deprecation (or at least until registry performance is in better shape).  Instead, I'll do DM-25236 to just remove quantum representation from the database for now and make any future migration to add a new version back in addition-only.    There is rough code on a branch for this ticket already that should be a good starting point, but we also need to do more design work before resuming; see conversation starting at https://lsstc.slack.com/archives/C2JPT1KB7/p1591284060371700  """	0.98999435	
